ccaa,year,n_fires,superficie_ha,personal_units_sum,medios_units_sum,gastos_eur_sum,fires_with_gastos_reported,gastos_coverage_pct
Andalucía,1968,114,10725.9,4832,42,4.0,2,1.8
Andalucía,1969,104,8335.2,4022,40,0.0,0,0.0
Andalucía,1970,161,6476.6,4047,19,0.0,0,0.0
Andalucía,1971,89,3199.7,2978,34,0.0,0,0.0
Andalucía,1972,91,7928.0,3572,42,14.0,2,2.2
Andalucía,1973,229,16420.2,9424,123,17.0,9,3.9
Andalucía,1974,319,23467.3,9305,191,48.0,13,4.1
Andalucía,1975,233,47355.7,9684,168,19.0,5,2.1
Andalucía,1976,206,15547.8,4972,116,2.0,2,1.0
Andalucía,1977,279,20050.7,4532,79,17.0,14,5.0
Andalucía,1978,350,27652.2,6579,132,36.0,21,6.0
Andalucía,1979,299,10348.4,4264,144,23.0,11,3.7
Andalucía,1980,717,43861.6,27790,518,119.0,46,6.4
Andalucía,1981,615,27338.9,20680,310,70.0,29,4.7
Andalucía,1982,459,17822.5,18264,217,24.0,17,3.7
Andalucía,1983,472,12736.9,21107,410,134.0,41,8.7
Andalucía,1984,509,21943.8,20398,267,90.0,26,5.1
Andalucía,1985,838,50995.1,35922,550,85.0,19,2.3
Andalucía,1986,674,37609.8,29832,581,110.0,41,6.1
Andalucía,1987,477,11628.3,15998,498,101.0,43,9.0
Andalucía,1988,589,22286.3,20029,2146,180274.0,272,46.2
Andalucía,1989,879,17519.7,25506,2023,229479.0,398,45.3
Andalucía,1990,1069,17613.9,31571,2393,146588.0,267,25.0
Andalucía,1991,1417,65127.5,49755,5591,409062.0,202,14.3
Andalucía,1992,820,18718.1,26859,2711,196123.0,143,17.4
Andalucía,1993,643,17211.5,24675,4206,78200.0,45,7.0
Andalucía,1994,813,36008.4,34868,4262,111621.0,200,24.6
Andalucía,1995,505,12821.0,23294,3482,1897053.0,60,11.9
Andalucía,1996,257,1191.3,7627,1146,133208.0,13,5.1
Andalucía,1997,264,2861.91,10060,1284,149967.0,23,8.7
Andalucía,1998,540,5086.92,17019,2243,624937.0,123,22.8
Andalucía,1999,313,6514.02,14077,1510,2100597.0,58,18.5
Andalucía,2000,385,5281.13,14785,1689,1134026.0,80,20.8
Andalucía,2001,400,7210.5,16628,1712,1585093.0,83,20.8
Andalucía,2002,494,10468.78,19799,2219,1732314.0,87,17.6
Andalucía,2003,431,11696.53,20426,2549,7000569.0,99,23.0
Andalucía,2004,476,51132.54,23594,2852,2495816.0,115,24.2
Andalucía,2005,515,14147.27,23962,2465,4087578.0,148,28.7
Andalucía,2006,307,5339.42,16229,1859,2089256.0,63,20.5
Andalucía,2007,289,6148.44,14879,1718,2708540.0,88,30.4
Andalucía,2008,204,2760.6,10442,1145,863990.0,66,32.4
Andalucía,2009,320,13398.35,17789,2113,592781.0,87,27.2
Andalucía,2010,171,1405.38,8098,902,235381.0,35,20.5
Andalucía,2011,203,2914.41,10242,1140,53426.0,18,8.9
Andalucía,2012,231,12676.08,14219,1588,165434.0,50,21.6
Andalucía,2013,228,2734.61,11162,1236,51256.0,19,8.3
Andalucía,2014,224,8000.45,13063,1369,113319.0,32,14.3
Andalucía,2015,238,14097.29,13332,1473,275268.0,28,11.8
Andalucía,2016,220,4472.4800000000005,11321,1406,89256.0,31,14.1
Andalucía,2017,309,18511.2812,20102,2363,209640.0,30,9.7
Andalucía,2018,187,3593.8761,10233,1424,50333.0,20,10.7
Andalucía,2019,274,6911.1681,14213,1908,145320.0,30,10.9
Andalucía,2020,266,19546.2316,16102,1972,352467.0,42,15.8
Andalucía,2021,294,15513.7851,18659,2048,268922.0,39,13.3
Andalucía,2022,237,18972.888,16233,1815,157857.0,8,3.4
Aragón,1968,21,98.2,130,5,0.0,0,0.0
Aragón,1969,18,495.9,317,10,0.0,0,0.0
Aragón,1970,38,755.0,412,6,0.0,0,0.0
Aragón,1971,23,828.6,688,7,6.0,1,4.3
Aragón,1972,9,26.0,34,0,0.0,0,0.0
Aragón,1973,53,1245.9,890,7,18.0,1,1.9
Aragón,1974,54,715.1,765,8,0.0,0,0.0
Aragón,1975,59,1712.6,2009,23,0.0,0,0.0
Aragón,1976,61,710.1,388,1,0.0,0,0.0
Aragón,1977,23,905.8,363,11,0.0,0,0.0
Aragón,1978,118,3278.4,2908,48,26.0,10,8.5
Aragón,1979,29,1237.7,756,8,12.0,6,20.7
Aragón,1980,153,11145.9,9034,89,84.0,18,11.8
Aragón,1981,196,8028.6,6736,148,43.0,15,7.7
Aragón,1982,94,3124.7,3796,48,22.0,11,11.7
Aragón,1983,118,7098.6,7577,134,71.0,26,22.0
Aragón,1984,116,4129.3,7787,190,110.0,24,20.7
Aragón,1985,110,4699.2,6906,124,77.0,24,21.8
Aragón,1986,84,9712.1,5062,94,54.0,18,21.4
Aragón,1987,63,1827.0,4762,106,30.0,11,17.5
Aragón,1988,115,1501.9,3516,216,23362.0,50,43.5
Aragón,1989,190,2241.1,5133,251,139588.0,75,39.5
Aragón,1990,112,1161.1,3770,269,25371.0,32,28.6
Aragón,1991,121,7965.900000000001,7208,468,110472.0,44,36.4
Aragón,1992,98,556.4,2653,105,14376.0,21,21.4
Aragón,1993,97,4604.6,3287,246,38093.0,27,27.8
Aragón,1994,203,48061.799999999996,12528,1005,427110.0,65,32.0
Aragón,1995,105,3815.5,4834,379,70281.0,13,12.4
Aragón,1996,63,229.4,1591,182,1465.0,9,14.3
Aragón,1997,49,459.0,1132,153,2662.0,2,4.1
Aragón,1998,99,642.35,3104,321,4231.0,9,9.1
Aragón,1999,100,547.89,2297,279,56373.0,18,18.0
Aragón,2000,126,2522.11,4357,402,168335.0,27,21.4
Aragón,2001,104,4528.3,3808,507,155595.0,23,22.1
Aragón,2002,111,1453.8600000000001,2865,343,132561.0,57,51.4
Aragón,2003,76,1442.35,3087,413,35917.0,11,14.5
Aragón,2004,96,1179.44,3704,499,490215.0,14,14.6
Aragón,2005,209,2019.8899999999999,4971,623,83607.0,113,54.1
Aragón,2006,78,2340.97,2980,475,202866.0,9,11.5
Aragón,2007,99,1783.95,2439,359,311063.0,21,21.2
Aragón,2008,92,2430.0399999999995,2060,304,49144.0,16,17.4
Aragón,2009,95,19583.46,4836,767,1156174.0,26,27.4
Aragón,2010,83,1091.74,2060,333,54502.0,13,15.7
Aragón,2011,96,823.75,2638,431,144932.0,19,19.8
Aragón,2012,129,8148.150000000001,4159,648,118513.0,10,7.8
Aragón,2013,36,312.07,602,108,8180.0,4,11.1
Aragón,2014,80,378.78,2053,318,71098.0,23,28.7
Aragón,2015,71,7810.93,2414,443,43009.0,8,11.3
Aragón,2016,73,866.44,3223,508,97555.0,22,30.1
Aragón,2017,100,734.8000000000001,3312,551,154950.0,14,14.0
Aragón,2018,48,169.68,1009,149,13689.0,7,14.6
Aragón,2019,80,1293.2902000000001,2871,536,16812.0,7,8.8
Aragón,2020,57,296.94,1924,409,33280.0,4,7.0
Aragón,2021,93,540.8487,2492,431,38673.0,10,10.8
Aragón,2022,141,21465.8022,7556,1098,268383.0,28,19.9
Canarias,1968,5,90.0,186,0,0.0,0,0.0
Canarias,1969,15,545.9,250,2,0.0,0,0.0
Canarias,1970,35,3445.3,854,2,0.0,0,0.0
Canarias,1971,15,241.5,380,6,0.0,0,0.0
Canarias,1972,18,1262.5,1360,5,0.0,0,0.0
Canarias,1973,34,1699.4,1458,18,0.0,0,0.0
Canarias,1974,32,680.3,1152,19,0.0,0,0.0
Canarias,1975,38,6422.5,1752,37,0.0,0,0.0
Canarias,1976,13,43.0,518,9,0.0,0,0.0
Canarias,1977,13,346.5,945,9,7.0,1,7.7
Canarias,1978,31,6748.799999999999,2355,29,15.0,4,12.9
Canarias,1979,12,547.0,845,1,1.0,1,8.3
Canarias,1980,33,2116.8,2037,16,6.0,1,3.0
Canarias,1981,66,4314.1,3817,37,57.0,5,7.6
Canarias,1982,20,78.0,662,11,1.0,1,5.0
Canarias,1983,49,7258.2,3357,58,253.0,11,22.4
Canarias,1984,26,1332.6,2349,46,185.0,10,38.5
Canarias,1985,14,128.5,836,25,3.0,3,21.4
Canarias,1986,30,174.0,1175,16,1.0,1,3.3
Canarias,1987,9,96.2,423,8,0.0,0,0.0
Canarias,1988,44,1317.0,2463,14,4495.0,14,31.8
Canarias,1989,16,210.5,783,44,0.0,0,0.0
Canarias,1990,18,2786.6,1184,48,1905.0,3,16.7
Canarias,1991,32,175.5,1856,116,301.0,1,3.1
Canarias,1992,36,683.0,1973,145,0.0,0,0.0
Canarias,1993,29,181.1,1240,114,0.0,0,0.0
Canarias,1994,63,4740.0,4553,289,0.0,0,0.0
Canarias,1995,27,3625.0000000000005,4171,247,3005.0,2,7.4
Canarias,1996,13,107.5,731,75,481.0,2,15.4
Canarias,1997,20,283.5,1109,83,902.0,1,5.0
Canarias,1998,21,3889.1400000000003,2129,100,22720.0,8,38.1
Canarias,1999,16,144.3,765,123,14244.0,5,31.2
Canarias,2000,28,4343.73,2095,143,153709.0,13,46.4
Canarias,2001,19,277.68,548,60,55393.0,11,57.9
Canarias,2002,9,118.3,387,31,55858.0,2,22.2
Canarias,2003,14,420.3,723,64,168900.0,5,35.7
Canarias,2004,38,317.26,1705,185,143315.0,7,18.4
Canarias,2005,19,2126.41,1730,160,610233.0,8,42.1
Canarias,2006,25,1600.1100000000001,1290,152,0.0,0,0.0
Canarias,2007,28,35745.420000000006,2792,340,371787.0,12,42.9
Canarias,2008,9,413.69,617,81,0.0,0,0.0
Canarias,2009,17,3603.43,1846,137,0.0,0,0.0
Canarias,2010,10,188.25,643,88,0.0,0,0.0
Canarias,2011,13,48.68,546,45,0.0,0,0.0
Canarias,2012,19,12389.07,3163,289,1012941.0,2,10.5
Canarias,2013,15,212.36,568,94,30649.0,2,13.3
Canarias,2014,7,34.52,348,41,0.0,0,0.0
Canarias,2015,13,100.42,696,91,6061.0,2,15.4
Canarias,2016,12,4668.51,1011,121,0.0,0,0.0
Canarias,2017,6,1837.34,347,60,0.0,0,0.0
Canarias,2018,4,409.46,136,35,0.0,0,0.0
Canarias,2019,12,10621.25,1829,329,22544.0,1,8.3
Canarias,2020,5,2032.2685999999999,1062,158,0.0,0,0.0
Canarias,2021,10,3139.2290000000003,851,310,0.0,0,0.0
Canarias,2022,5,2736.7999999999997,746,207,0.0,0,0.0
Cantabria,1968,157,2661.8,1163,11,0.0,0,0.0
Cantabria,1969,64,803.0,445,1,0.0,0,0.0
Cantabria,1970,89,1562.5,623,2,0.0,0,0.0
Cantabria,1971,121,3988.9,1013,4,0.0,0,0.0
Cantabria,1972,64,1208.1,818,2,0.0,0,0.0
Cantabria,1973,190,3360.2,2736,6,0.0,0,0.0
Cantabria,1974,65,2908.2,1098,1,0.0,0,0.0
Cantabria,1975,147,4475.0,3140,7,0.0,0,0.0
Cantabria,1976,203,3605.5,3435,1,0.0,0,0.0
Cantabria,1977,137,5360.5,3193,8,19.0,17,12.4
Cantabria,1978,214,4315.0,3658,8,23.0,21,9.8
Cantabria,1980,224,3268.3,2947,5,16.0,15,6.7
Cantabria,1981,269,4785.6,3590,6,38.0,33,12.3
Cantabria,1982,225,2434.2,2888,1,20.0,17,7.6
Cantabria,1983,168,1921.9,1828,1,14.0,11,6.5
Cantabria,1984,165,1881.5,2072,6,14.0,13,7.9
Cantabria,1985,360,5249.7,5593,55,44.0,35,9.7
Cantabria,1986,95,714.8,1073,11,4.0,4,4.2
Cantabria,1987,189,1768.6,2441,29,19.0,16,8.5
Cantabria,1988,196,1318.7,1641,7,17276.0,152,77.6
Cantabria,1989,1104,18829.9,13340,333,383289.0,787,71.3
Cantabria,1990,351,4882.5,4288,139,167230.0,278,79.2
Cantabria,1991,220,2139.9,1897,41,56312.0,165,75.0
Cantabria,1992,365,4479.9,3312,84,129619.0,280,76.7
Cantabria,1993,192,1953.8,1855,63,75227.0,141,73.4
Cantabria,1994,231,3720.1,2213,60,63954.0,132,57.1
Cantabria,1995,441,5394.9,4234,171,189431.0,365,82.8
Cantabria,1996,287,3372.9,2978,15,828973.0,238,82.9
Cantabria,1997,451,6513.4,5058,239,193848.0,323,71.6
Cantabria,1998,209,2275.85,2138,148,71627.0,133,63.6
Cantabria,1999,341,4609.14,3444,238,297349.0,172,50.4
Cantabria,2000,322,3662.71,3000,122,219932.0,174,54.0
Cantabria,2001,303,2069.76,2930,199,180760.0,158,52.1
Cantabria,2002,396,9126.57,4268,197,147023.0,213,53.8
Cantabria,2003,205,2864.37,2358,108,77697.0,96,46.8
Cantabria,2004,144,1686.76,899,26,18675.0,37,25.7
Cantabria,2005,375,4835.58,3398,263,219239.0,248,66.1
Cantabria,2006,330,4009.0099999999998,3123,166,155526.0,115,34.8
Cantabria,2007,247,3434.06,1770,80,59731.0,96,38.9
Cantabria,2008,379,7587.47,2603,130,83007.0,143,37.7
Cantabria,2009,631,6624.82,4284,220,137621.0,224,35.5
Cantabria,2010,616,7851.78,4747,237,158767.0,254,41.2
Cantabria,2011,602,9598.33,4573,226,126267.0,229,38.0
Cantabria,2012,670,13974.86,4279,268,140331.0,233,34.8
Cantabria,2013,346,4865.21,2545,174,283039.0,220,63.6
Cantabria,2014,638,10026.3,4091,302,316772.0,384,60.2
Cantabria,2015,643,16360.61,4192,398,392183.0,337,52.4
Cantabria,2016,179,2468.7200000000003,1406,125,75188.0,91,50.8
Cantabria,2017,644,12134.08,4108,310,13443.0,123,19.1
Cantabria,2018,356,5331.7699999999995,1876,104,0.0,0,0.0
Cantabria,2019,556,11737.08,3442,276,0.0,0,0.0
Cantabria,2020,428,6065.98,2229,149,0.0,0,0.0
Cantabria,2021,595,15924.5,3523,230,0.0,0,0.0
Castilla y León,1968,310,9167.0,6310,72,146.0,10,3.2
Castilla y León,1969,109,2757.5,2090,26,37.0,5,4.6
Castilla y León,1970,395,13776.4,5049,31,301.0,12,3.0
Castilla y León,1971,134,1977.9,2205,28,54.0,3,2.2
Castilla y León,1972,210,6421.7,3565,39,157.0,8,3.8
Castilla y León,1973,288,4856.9,3745,19,126.0,5,1.7
Castilla y León,1974,529,18047.2,6424,59,103.0,6,1.1
Castilla y León,1975,277,9913.7,5121,54,163.0,7,2.5
Castilla y León,1976,303,6876.8,4378,47,0.0,0,0.0
Castilla y León,1977,255,11600.300000000001,3247,54,22.0,8,3.1
Castilla y León,1978,1142,104580.0,23402,341,359.0,71,6.2
Castilla y León,1979,440,20543.95,10489,121,4663.0,64,14.5
Castilla y León,1980,952,53023.2,37899,630,185.0,60,6.3
Castilla y León,1981,898,29910.9,32137,464,77.0,50,5.6
Castilla y León,1982,703,25791.2,18496,380,35.0,24,3.4
Castilla y León,1983,490,12998.6,14082,279,40.0,26,5.3
Castilla y León,1984,791,27369.1,25407,594,3681.0,27,3.4
Castilla y León,1985,1732,105634.7,68432,1480,402.0,105,6.1
Castilla y León,1986,1108,41169.5,47330,963,239.0,57,5.1
Castilla y León,1987,695,32590.600000000002,24839,733,111.0,56,8.1
Castilla y León,1988,1258,43099.3,35492,1386,136535.0,437,34.7
Castilla y León,1989,2585,70837.6,56834,2702,678185.0,924,35.7
Castilla y León,1990,1604,59076.8,37959,2154,262147.0,408,25.4
Castilla y León,1991,1303,49952.0,31448,2065,355051.0,366,28.1
Castilla y León,1992,1103,18599.2,18063,2154,202841.0,288,26.1
Castilla y León,1993,717,10707.2,17186,1234,235433.0,204,28.5
Castilla y León,1994,1638,43946.2,40466,2907,500784.0,507,31.0
Castilla y León,1995,1334,34669.9,26826,3311,406418.0,441,33.1
Castilla y León,1996,888,17352.4,21237,2380,267255.0,264,29.7
Castilla y León,1997,1216,27830.4,13661,4220,1657963.0,586,48.2
Castilla y León,1998,1396,30974.34,26574,2495,0.0,0,0.0
Castilla y León,1999,1421,29791.32,26766,2497,3800484.0,484,34.1
Castilla y León,2000,1882,66587.57,42487,4499,2589992.0,786,41.8
Castilla y León,2001,1289,28008.75,26615,2753,6537178.0,282,21.9
Castilla y León,2002,918,13589.86,16865,1943,377344.0,217,23.6
Castilla y León,2003,837,39179.17,25941,3049,852426.0,112,13.4
Castilla y León,2004,1126,15536.89,20175,2655,66432.0,36,3.2
Castilla y León,2005,1636,45962.229999999996,30854,3984,873328.0,281,17.2
Castilla y León,2006,739,15529.23,15947,1991,274814.0,55,7.4
Castilla y León,2007,604,9570.53,11790,1558,33587.0,13,2.2
Castilla y León,2008,1047,15983.28,15851,2488,30166.0,13,1.2
Castilla y León,2009,1267,31145.47,23480,3363,171877.0,15,1.2
Castilla y León,2010,391,8756.72,9892,1317,150126.0,52,13.3
Castilla y León,2011,936,17742.73,16089,2299,0.0,0,0.0
Castilla y León,2012,1071,43196.24,17695,2736,0.0,0,0.0
Castilla y León,2013,443,12399.09,11656,1670,0.0,0,0.0
Castilla y León,2014,447,4933.6900000000005,7710,1218,8528.0,1,0.2
Castilla y León,2015,566,13012.83,9574,1816,0.0,0,0.0
Castilla y León,2016,421,11511.82,12815,1800,0.0,0,0.0
Castilla y León,2017,1076,39119.229999999996,23217,3247,0.0,0,0.0
Castilla y León,2018,258,2753.19,4513,700,0.0,0,0.0
Castilla y León,2019,504,9883.86,12427,1931,0.0,0,0.0
Castilla y León,2020,267,4714.93,8026,1212,0.0,0,0.0
Castilla y León,2021,279,26861.94,11364,1355,0.0,0,0.0
Castilla y León,2022,470,69391.83,27314,2771,0.0,0,0.0
Castilla y León,2023,3,11.360000000000001,23,4,0.0,0,0.0
Castilla-La Mancha,1968,69,2548.6,1108,13,48.0,1,1.4
Castilla-La Mancha,1969,57,7501.0,2159,38,3.0,3,5.3
Castilla-La Mancha,1970,72,5150.8,1987,45,36.0,1,1.4
Castilla-La Mancha,1971,26,2403.3,1055,15,66.0,2,7.7
Castilla-La Mancha,1972,38,2334.3,646,42,0.0,0,0.0
Castilla-La Mancha,1973,57,4769.4,1103,45,30.0,1,1.8
Castilla-La Mancha,1974,44,4742.6,2102,48,0.0,0,0.0
Castilla-La Mancha,1975,75,2619.5,1957,47,6.0,1,1.3
Castilla-La Mancha,1976,63,923.7,1151,19,1.0,1,1.6
Castilla-La Mancha,1977,33,1526.5,701,14,6.0,4,12.1
Castilla-La Mancha,1978,103,5768.8,2849,56,64.0,12,11.7
Castilla-La Mancha,1979,60,3865.2,1860,44,18.0,11,18.3
Castilla-La Mancha,1980,182,10633.4,8445,157,27.0,9,4.9
Castilla-La Mancha,1981,205,13283.4,9202,179,129.0,20,9.8
Castilla-La Mancha,1982,133,8641.0,5402,85,33.0,10,7.5
Castilla-La Mancha,1983,131,3534.5,6762,171,26.0,15,11.5
Castilla-La Mancha,1984,137,6711.6,8767,241,51.0,13,9.5
Castilla-La Mancha,1985,243,25063.2,18485,369,114.0,41,16.9
Castilla-La Mancha,1986,152,17815.4,10226,223,137.0,11,7.2
Castilla-La Mancha,1987,143,2801.3,7354,200,82.0,31,21.7
Castilla-La Mancha,1988,177,3098.6,7219,310,59203.0,80,45.2
Castilla-La Mancha,1989,232,4863.5,8555,494,82177.0,94,40.5
Castilla-La Mancha,1990,229,7514.5,9499,593,326198.0,100,43.7
