nacionalidad,anyo,ambito,sexo,total
CHINA POPULAR,2022,ISLAMOFOBIA,Masculino,0
COLOMBIA,2022,ISLAMOFOBIA,Ambos sexos,0
COLOMBIA,2022,ISLAMOFOBIA,Femenino,0
COLOMBIA,2022,ISLAMOFOBIA,Masculino,0
CONGO-BRAZZAVILLE,2022,ISLAMOFOBIA,Ambos sexos,0
CONGO-BRAZZAVILLE,2022,ISLAMOFOBIA,Femenino,0
CONGO-BRAZZAVILLE,2022,ISLAMOFOBIA,Masculino,0
COSTA DE MARFIL,2022,ISLAMOFOBIA,Ambos sexos,0
COSTA DE MARFIL,2022,ISLAMOFOBIA,Femenino,0
COSTA DE MARFIL,2022,ISLAMOFOBIA,Masculino,0
CROACIA,2022,ISLAMOFOBIA,Ambos sexos,0
CROACIA,2022,ISLAMOFOBIA,Femenino,0
CROACIA,2022,ISLAMOFOBIA,Masculino,0
CUBA,2022,ISLAMOFOBIA,Ambos sexos,0
CUBA,2022,ISLAMOFOBIA,Femenino,0
CUBA,2022,ISLAMOFOBIA,Masculino,0
ECUADOR,2022,ISLAMOFOBIA,Ambos sexos,0
ECUADOR,2022,ISLAMOFOBIA,Femenino,0
ECUADOR,2022,ISLAMOFOBIA,Masculino,0
EE.UU.,2022,ISLAMOFOBIA,Ambos sexos,0
EE.UU.,2022,ISLAMOFOBIA,Femenino,0
EE.UU.,2022,ISLAMOFOBIA,Masculino,0
EGIPTO,2022,ISLAMOFOBIA,Ambos sexos,0
EGIPTO,2022,ISLAMOFOBIA,Femenino,0
EGIPTO,2022,ISLAMOFOBIA,Masculino,0
EL SALVADOR,2022,ISLAMOFOBIA,Ambos sexos,0
EL SALVADOR,2022,ISLAMOFOBIA,Femenino,0
EL SALVADOR,2022,ISLAMOFOBIA,Masculino,0
ERITREA,2022,ISLAMOFOBIA,Ambos sexos,0
ERITREA,2022,ISLAMOFOBIA,Femenino,0
ERITREA,2022,ISLAMOFOBIA,Masculino,0
ESLOVAQUIA,2022,ISLAMOFOBIA,Ambos sexos,0
ESLOVAQUIA,2022,ISLAMOFOBIA,Femenino,0
ESLOVAQUIA,2022,ISLAMOFOBIA,Masculino,0
ESPAÑA,2022,ISLAMOFOBIA,Ambos sexos,0
ESPAÑA,2022,ISLAMOFOBIA,Femenino,0
ESPAÑA,2022,ISLAMOFOBIA,Masculino,0
ESTONIA,2022,ISLAMOFOBIA,Ambos sexos,0
ESTONIA,2022,ISLAMOFOBIA,Femenino,0
ESTONIA,2022,ISLAMOFOBIA,Masculino,0
FILIPINAS,2022,ISLAMOFOBIA,Ambos sexos,0
FILIPINAS,2022,ISLAMOFOBIA,Femenino,0
FILIPINAS,2022,ISLAMOFOBIA,Masculino,0
FRANCIA,2022,ISLAMOFOBIA,Ambos sexos,0
FRANCIA,2022,ISLAMOFOBIA,Femenino,0
FRANCIA,2022,ISLAMOFOBIA,Masculino,0
GAMBIA,2022,ISLAMOFOBIA,Ambos sexos,0
GAMBIA,2022,ISLAMOFOBIA,Femenino,0
GAMBIA,2022,ISLAMOFOBIA,Masculino,0
GEORGIA,2022,ISLAMOFOBIA,Ambos sexos,0
GEORGIA,2022,ISLAMOFOBIA,Femenino,0
GEORGIA,2022,ISLAMOFOBIA,Masculino,0
GHANA,2022,ISLAMOFOBIA,Ambos sexos,0
GHANA,2022,ISLAMOFOBIA,Femenino,0
GHANA,2022,ISLAMOFOBIA,Masculino,0
GRECIA,2022,ISLAMOFOBIA,Ambos sexos,0
GRECIA,2022,ISLAMOFOBIA,Femenino,0
GRECIA,2022,ISLAMOFOBIA,Masculino,0
GUATEMALA,2022,ISLAMOFOBIA,Ambos sexos,0
GUATEMALA,2022,ISLAMOFOBIA,Femenino,0
GUATEMALA,2022,ISLAMOFOBIA,Masculino,0
GUINEA ECUATORIAL,2022,ISLAMOFOBIA,Ambos sexos,0
GUINEA ECUATORIAL,2022,ISLAMOFOBIA,Femenino,0
GUINEA ECUATORIAL,2022,ISLAMOFOBIA,Masculino,0
GUINEA REP.,2022,ISLAMOFOBIA,Ambos sexos,0
GUINEA REP.,2022,ISLAMOFOBIA,Femenino,0
GUINEA REP.,2022,ISLAMOFOBIA,Masculino,0
HAITI,2022,ISLAMOFOBIA,Ambos sexos,0
HAITI,2022,ISLAMOFOBIA,Femenino,0
HAITI,2022,ISLAMOFOBIA,Masculino,0
HOLANDA,2022,ISLAMOFOBIA,Ambos sexos,0
HOLANDA,2022,ISLAMOFOBIA,Femenino,0
HOLANDA,2022,ISLAMOFOBIA,Masculino,0
HONDURAS,2022,ISLAMOFOBIA,Ambos sexos,0
HONDURAS,2022,ISLAMOFOBIA,Femenino,0
HONDURAS,2022,ISLAMOFOBIA,Masculino,0
INDIA,2022,ISLAMOFOBIA,Ambos sexos,0
INDIA,2022,ISLAMOFOBIA,Femenino,0
INDIA,2022,ISLAMOFOBIA,Masculino,0
IRLANDA,2022,ISLAMOFOBIA,Ambos sexos,0
IRLANDA,2022,ISLAMOFOBIA,Femenino,0
IRLANDA,2022,ISLAMOFOBIA,Masculino,0
IRÁN,2022,ISLAMOFOBIA,Ambos sexos,0
IRÁN,2022,ISLAMOFOBIA,Femenino,0
IRÁN,2022,ISLAMOFOBIA,Masculino,0
ISRAEL,2022,ISLAMOFOBIA,Ambos sexos,0
ISRAEL,2022,ISLAMOFOBIA,Femenino,0
ISRAEL,2022,ISLAMOFOBIA,Masculino,0
ITALIA,2022,ISLAMOFOBIA,Ambos sexos,0
ITALIA,2022,ISLAMOFOBIA,Femenino,0
ITALIA,2022,ISLAMOFOBIA,Masculino,0
LETONIA,2022,ISLAMOFOBIA,Ambos sexos,0
LETONIA,2022,ISLAMOFOBIA,Femenino,0
LETONIA,2022,ISLAMOFOBIA,Masculino,0
LIBERIA,2022,ISLAMOFOBIA,Ambos sexos,0
LIBERIA,2022,ISLAMOFOBIA,Femenino,0
LIBERIA,2022,ISLAMOFOBIA,Masculino,0
LIBIA,2022,ISLAMOFOBIA,Ambos sexos,0
LIBIA,2022,ISLAMOFOBIA,Femenino,0
LIBIA,2022,ISLAMOFOBIA,Masculino,0
LITUANIA,2022,ISLAMOFOBIA,Ambos sexos,0
LITUANIA,2022,ISLAMOFOBIA,Femenino,0
LITUANIA,2022,ISLAMOFOBIA,Masculino,0
LÍBANO,2022,ISLAMOFOBIA,Ambos sexos,0
LÍBANO,2022,ISLAMOFOBIA,Femenino,0
LÍBANO,2022,ISLAMOFOBIA,Masculino,0
MALI,2022,ISLAMOFOBIA,Ambos sexos,0
MALI,2022,ISLAMOFOBIA,Femenino,0
MALI,2022,ISLAMOFOBIA,Masculino,0
MARRUECOS,2022,ISLAMOFOBIA,Ambos sexos,0
MARRUECOS,2022,ISLAMOFOBIA,Femenino,0
MARRUECOS,2022,ISLAMOFOBIA,Masculino,0
MAURITANIA,2022,ISLAMOFOBIA,Ambos sexos,0
MAURITANIA,2022,ISLAMOFOBIA,Femenino,0
MAURITANIA,2022,ISLAMOFOBIA,Masculino,0
MOLDAVIA,2022,ISLAMOFOBIA,Ambos sexos,0
MOLDAVIA,2022,ISLAMOFOBIA,Femenino,0
MOLDAVIA,2022,ISLAMOFOBIA,Masculino,0
MONGOLIA,2022,ISLAMOFOBIA,Ambos sexos,0
MONGOLIA,2022,ISLAMOFOBIA,Femenino,0
MONGOLIA,2022,ISLAMOFOBIA,Masculino,0
NEPAL,2022,ISLAMOFOBIA,Ambos sexos,0
NEPAL,2022,ISLAMOFOBIA,Femenino,0
NEPAL,2022,ISLAMOFOBIA,Masculino,0
NICARAGUA,2022,ISLAMOFOBIA,Ambos sexos,0
NICARAGUA,2022,ISLAMOFOBIA,Femenino,0
NICARAGUA,2022,ISLAMOFOBIA,Masculino,0
NIGERIA,2022,ISLAMOFOBIA,Ambos sexos,0
NIGERIA,2022,ISLAMOFOBIA,Femenino,0
NIGERIA,2022,ISLAMOFOBIA,Masculino,0
NÍGER REP.,2022,ISLAMOFOBIA,Ambos sexos,0
NÍGER REP.,2022,ISLAMOFOBIA,Femenino,0
NÍGER REP.,2022,ISLAMOFOBIA,Masculino,0
PANAMA,2022,ISLAMOFOBIA,Ambos sexos,0
PANAMA,2022,ISLAMOFOBIA,Femenino,0
PANAMA,2022,ISLAMOFOBIA,Masculino,0
PAQUISTÁN,2022,ISLAMOFOBIA,Ambos sexos,0
PAQUISTÁN,2022,ISLAMOFOBIA,Femenino,0
PAQUISTÁN,2022,ISLAMOFOBIA,Masculino,0
PARAGUAY,2022,ISLAMOFOBIA,Ambos sexos,0
PARAGUAY,2022,ISLAMOFOBIA,Femenino,0
PARAGUAY,2022,ISLAMOFOBIA,Masculino,0
PAÍS DESCONOCIDO,2022,ISLAMOFOBIA,Ambos sexos,0
PAÍS DESCONOCIDO,2022,ISLAMOFOBIA,Femenino,0
PAÍS DESCONOCIDO,2022,ISLAMOFOBIA,Masculino,0
PAÍS NO CODIFICADO,2022,ISLAMOFOBIA,Ambos sexos,0
PAÍS NO CODIFICADO,2022,ISLAMOFOBIA,Femenino,0
PAÍS NO CODIFICADO,2022,ISLAMOFOBIA,Masculino,0
PERÚ,2022,ISLAMOFOBIA,Ambos sexos,0
PERÚ,2022,ISLAMOFOBIA,Femenino,0
PERÚ,2022,ISLAMOFOBIA,Masculino,0
POLONIA,2022,ISLAMOFOBIA,Ambos sexos,0
POLONIA,2022,ISLAMOFOBIA,Femenino,0
POLONIA,2022,ISLAMOFOBIA,Masculino,0
PORTUGAL,2022,ISLAMOFOBIA,Ambos sexos,0
PORTUGAL,2022,ISLAMOFOBIA,Femenino,0
PORTUGAL,2022,ISLAMOFOBIA,Masculino,0
REINO UNIDO,2022,ISLAMOFOBIA,Ambos sexos,0
REINO UNIDO,2022,ISLAMOFOBIA,Femenino,0
REINO UNIDO,2022,ISLAMOFOBIA,Masculino,0
REPÚBLICA CHECA,2022,ISLAMOFOBIA,Ambos sexos,0
REPÚBLICA CHECA,2022,ISLAMOFOBIA,Femenino,0
REPÚBLICA CHECA,2022,ISLAMOFOBIA,Masculino,0
REPÚBLICA DOMINICANA,2022,ISLAMOFOBIA,Ambos sexos,0
REPÚBLICA DOMINICANA,2022,ISLAMOFOBIA,Femenino,0
REPÚBLICA DOMINICANA,2022,ISLAMOFOBIA,Masculino,0
RUMANÍA,2022,ISLAMOFOBIA,Ambos sexos,0
RUMANÍA,2022,ISLAMOFOBIA,Femenino,0
RUMANÍA,2022,ISLAMOFOBIA,Masculino,0
RUSIA,2022,ISLAMOFOBIA,Ambos sexos,0
RUSIA,2022,ISLAMOFOBIA,Femenino,0
RUSIA,2022,ISLAMOFOBIA,Masculino,0
SENEGAL,2022,ISLAMOFOBIA,Ambos sexos,0
SENEGAL,2022,ISLAMOFOBIA,Femenino,0
SENEGAL,2022,ISLAMOFOBIA,Masculino,0
SERBIA (YUGOSLAVIA),2022,ISLAMOFOBIA,Ambos sexos,0
SERBIA (YUGOSLAVIA),2022,ISLAMOFOBIA,Femenino,0
SERBIA (YUGOSLAVIA),2022,ISLAMOFOBIA,Masculino,0
SIERRA LEONA,2022,ISLAMOFOBIA,Ambos sexos,0
SIERRA LEONA,2022,ISLAMOFOBIA,Femenino,0
SIERRA LEONA,2022,ISLAMOFOBIA,Masculino,0
SIRIA,2022,ISLAMOFOBIA,Ambos sexos,0
SIRIA,2022,ISLAMOFOBIA,Femenino,0
SIRIA,2022,ISLAMOFOBIA,Masculino,0
SUDÁFRICA R.,2022,ISLAMOFOBIA,Ambos sexos,0
SUDÁFRICA R.,2022,ISLAMOFOBIA,Femenino,0
SUDÁFRICA R.,2022,ISLAMOFOBIA,Masculino,0
SUECIA,2022,ISLAMOFOBIA,Ambos sexos,0
SUECIA,2022,ISLAMOFOBIA,Femenino,0
SUECIA,2022,ISLAMOFOBIA,Masculino,0
SUIZA,2022,ISLAMOFOBIA,Ambos sexos,0
SUIZA,2022,ISLAMOFOBIA,Femenino,0
SUIZA,2022,ISLAMOFOBIA,Masculino,0
TOTAL nacionalidad,2022,ISLAMOFOBIA,Ambos sexos,0
TOTAL nacionalidad,2022,ISLAMOFOBIA,Femenino,0
TOTAL nacionalidad,2022,ISLAMOFOBIA,Masculino,0
TURQUÍA,2022,ISLAMOFOBIA,Ambos sexos,0
TURQUÍA,2022,ISLAMOFOBIA,Femenino,0
TURQUÍA,2022,ISLAMOFOBIA,Masculino,0
TÚNEZ,2022,ISLAMOFOBIA,Ambos sexos,0
TÚNEZ,2022,ISLAMOFOBIA,Femenino,0
TÚNEZ,2022,ISLAMOFOBIA,Masculino,0
UCRANIA,2022,ISLAMOFOBIA,Ambos sexos,0
UCRANIA,2022,ISLAMOFOBIA,Femenino,0
UCRANIA,2022,ISLAMOFOBIA,Masculino,0
URUGUAY,2022,ISLAMOFOBIA,Ambos sexos,0
URUGUAY,2022,ISLAMOFOBIA,Femenino,0
URUGUAY,2022,ISLAMOFOBIA,Masculino,0
VENEZUELA,2022,ISLAMOFOBIA,Ambos sexos,0
VENEZUELA,2022,ISLAMOFOBIA,Femenino,0
VENEZUELA,2022,ISLAMOFOBIA,Masculino,0
ZAMBIA,2022,ISLAMOFOBIA,Ambos sexos,0
ZAMBIA,2022,ISLAMOFOBIA,Femenino,0
ZAMBIA,2022,ISLAMOFOBIA,Masculino,0
ALBANIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
ALBANIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
ALBANIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
ALEMANIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,1
ALEMANIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
ALEMANIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,1
ANDORRA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
ANDORRA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
ANDORRA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
ANGOLA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
ANGOLA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
ANGOLA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
ARGELIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,12
ARGELIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
ARGELIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,12
ARGENTINA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
ARGENTINA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
ARGENTINA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
ARMENIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
ARMENIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
ARMENIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
BANGLADESH,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
BANGLADESH,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
BANGLADESH,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
BIELORRUSIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
BIELORRUSIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
BIELORRUSIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
BOLIVIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
BOLIVIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
BOLIVIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
BRASIL,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
BRASIL,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
BRASIL,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
BULGARIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
BULGARIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
BULGARIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
BÉLGICA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
BÉLGICA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
BÉLGICA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
CAMERÚN,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
CAMERÚN,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
CAMERÚN,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
CENTRO ÁFRICANA REPÚBLICA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
CENTRO ÁFRICANA REPÚBLICA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
CENTRO ÁFRICANA REPÚBLICA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
CHILE,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,1
CHILE,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
CHILE,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,1
CHINA POPULAR,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
CHINA POPULAR,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
CHINA POPULAR,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
COLOMBIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,6
COLOMBIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,1
COLOMBIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,5
CONGO-BRAZZAVILLE,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
CONGO-BRAZZAVILLE,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
CONGO-BRAZZAVILLE,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
COSTA DE MARFIL,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
COSTA DE MARFIL,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
COSTA DE MARFIL,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
CROACIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
CROACIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
CROACIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
CUBA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
CUBA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
CUBA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
ECUADOR,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
ECUADOR,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
ECUADOR,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
EE.UU.,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
EE.UU.,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
EE.UU.,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
EGIPTO,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,1
EGIPTO,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
EGIPTO,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,1
EL SALVADOR,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
EL SALVADOR,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
EL SALVADOR,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
ERITREA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
ERITREA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
ERITREA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
ESLOVAQUIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
ESLOVAQUIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
ESLOVAQUIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
ESPAÑA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,163
ESPAÑA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,30
ESPAÑA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,133
ESTONIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
ESTONIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
ESTONIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
FILIPINAS,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
FILIPINAS,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
FILIPINAS,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
FRANCIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
FRANCIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
FRANCIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
GAMBIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
GAMBIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
GAMBIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
GEORGIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
GEORGIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
GEORGIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
GHANA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
GHANA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
GHANA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
GRECIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
GRECIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
GRECIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
GUATEMALA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
GUATEMALA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
GUATEMALA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
GUINEA ECUATORIAL,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
GUINEA ECUATORIAL,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
GUINEA ECUATORIAL,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
GUINEA REP.,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
GUINEA REP.,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
GUINEA REP.,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
HAITI,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
HAITI,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
HAITI,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
HOLANDA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
HOLANDA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
HOLANDA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
HONDURAS,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
HONDURAS,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
HONDURAS,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
INDIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
INDIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
INDIA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
IRLANDA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
IRLANDA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
IRLANDA,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
IRÁN,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
IRÁN,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
IRÁN,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
ISRAEL,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Ambos sexos,0
ISRAEL,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Femenino,0
ISRAEL,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,Masculino,0
