year,sex,age_group,cause_chapter,cause,deaths,data_type,series_cod
2005,female,all,,Asma,757,Definitivo,ECM130
2005,female,all,,Aterosclerosis,1871,Definitivo,ECM148
2005,female,all,,COVID-19. Virus identificado,0,Definitivo,ECM462101
2005,female,all,,COVID-19. Virus no identificado (sospechoso),0,Definitivo,ECM462035
2005,female,all,,Caídas accidentales,738,Definitivo,ECM31
2005,female,all,,Ciertos trastornos que afectan al mecanismo de la inmunidad,40,Definitivo,ECM211
2005,female,all,,Cirrosis y otras enfermedades crónicas del hígado,1708,Definitivo,ECM109
2005,female,all,,Complicaciones de la atención médica y quirúrgica,267,Definitivo,ECM4
2005,female,all,,Diabetes mellitus,6234,Definitivo,ECM205
2005,female,all,,Enfermedad de Alzheimer,6279,Definitivo,ECM178
2005,female,all,,Enfermedad meningocócica,28,Definitivo,ECM337
2005,female,all,,Enfermedad vascular intestinal,1600,Definitivo,ECM112
2005,female,all,,Enfermedades cardíacas reumáticas crónicas,1153,Definitivo,ECM169
2005,female,all,,Enfermedades cerebrovasculares,20139,Definitivo,ECM151
2005,female,all,,Enfermedades crónicas de las vías respiratorias inferiores (excepto asma),3770,Definitivo,ECM133
2005,female,all,,Enfermedades de la sangre y de los órganos hematopoyéticos,718,Definitivo,ECM214
2005,female,all,,Enfermedades de los órganos genitales femeninos y trastornos de la mama,62,Definitivo,ECM79
2005,female,all,,Enfermedades de los órganos genitales masculinos,0,Definitivo,ECM82
2005,female,all,,Enfermedades del riñón y del uréter,3464,Definitivo,ECM85
2005,female,all,,Enfermedades hipertensivas,4540,Definitivo,ECM166
2005,female,all,,Enfermedades infecciosas intestinales,266,Definitivo,ECM343
2005,female,all,,Enteritis y colitis no infecciosas,164,Definitivo,ECM115
2005,female,all,,Envenenamiento accidental por psicofármacos y drogas de abuso,119,Definitivo,ECM22
2005,female,all,,Eventos de intención no determinada,26,Definitivo,ECM7
2005,female,all,,Hepatitis vírica,515,Definitivo,ECM331
2005,female,all,,Infarto agudo de miocardio,9793,Definitivo,ECM163
2005,female,all,,Influenza (gripe) (incluye gripe aviar y gripe A),361,Definitivo,ECM139
2005,female,all,,Insuficiencia cardíaca,13067,Definitivo,ECM157
2005,female,all,,Insuficiencia respiratoria,1724,Definitivo,ECM127
2005,female,all,,Leucemia,1291,Definitivo,ECM232
2005,female,all,,Malformaciones congénitas del sistema circulatorio,152,Definitivo,ECM61
2005,female,all,,Malformaciones congénitas del sistema nervioso,37,Definitivo,ECM64
2005,female,all,,Melanoma maligno de la piel,362,Definitivo,ECM280
2005,female,all,,Meningitis (otras en 003),76,Definitivo,ECM181
2005,female,all,,Muerte súbita infantil,35,Definitivo,ECM46
2005,female,all,,Neumonía,4493,Definitivo,ECM136
2005,female,all,,Osteoporosis y fractura patológica,1633,Definitivo,ECM94
2005,female,all,,Otras causas externas y sus efectos tardíos,16,Definitivo,ECM1
2005,female,all,,Otras enfermedades de los vasos sanguíneos,1470,Definitivo,ECM145
2005,female,all,,Otras enfermedades del corazón,9800,Definitivo,ECM154
2005,female,all,,Otras enfermedades del sistema digestivo,5334,Definitivo,ECM106
2005,female,all,,Otras enfermedades del sistema genitourinario,1509,Definitivo,ECM76
2005,female,all,,Otras enfermedades del sistema nervioso y de los órganos de los sentidos,3176,Definitivo,ECM175
2005,female,all,,Otras enfermedades del sistema osteomuscular y del tejido conjuntivo,631,Definitivo,ECM91
2005,female,all,,Otras enfermedades del sistema respiratorio,8801,Definitivo,ECM124
2005,female,all,,"Otras enfermedades endocrinas, nutricionales y metabólicas",1330,Definitivo,ECM202
2005,female,all,,Otras enfermedades isquémicas del corazón,7332,Definitivo,ECM160
2005,female,all,,"Otras malformaciones congénitas, deformidades y anomalías cromosómicas",260,Definitivo,ECM58
2005,female,all,,Otros accidentes,750,Definitivo,ECM16
2005,female,all,,Otros accidentes de transporte,51,Definitivo,ECM34
2005,female,all,,Otros envenenamientos accidentales,77,Definitivo,ECM19
2005,female,all,,Otros trastornos mentales y del comportamiento,176,Definitivo,ECM187
2005,female,all,,Otros tumores de comportamiento incierto o desconocido,1054,Definitivo,ECM220
2005,female,all,,Otros tumores malignos de la piel y de los tejidos blandos,488,Definitivo,ECM277
2005,female,all,,Otros tumores malignos de las vías urinarias,49,Definitivo,ECM247
2005,female,all,,Otros tumores malignos digestivos,1401,Definitivo,ECM295
2005,female,all,,Otros tumores malignos neurológicos y endocrinos,310,Definitivo,ECM241
2005,female,all,,Otros tumores malignos respiratorios e intratorácicos,118,Definitivo,ECM286
2005,female,all,,"Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad",2599,Definitivo,ECM52
2005,female,all,,Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos,258,Definitivo,ECM322
2005,female,all,,"Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1387,Definitivo,ECM43
2005,female,all,,SIDA,282,Definitivo,ECM328
2005,female,all,,Senilidad,2141,Definitivo,ECM49
2005,female,all,,Septicemia,1745,Definitivo,ECM334
2005,female,all,,Suicidio y lesiones autoinfligidas,829,Definitivo,ECM13
2005,female,all,,Síndrome inflamatorio multisistémico asociado COVID-19,0,Definitivo,ECM469695
2005,female,all,,Síndrome mielodisplásico,347,Definitivo,ECM223
2005,female,all,,Trastornos mentales debidos al uso de alcohol,33,Definitivo,ECM193
2005,female,all,,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",20,Definitivo,ECM190
2005,female,all,,"Trastornos mentales orgánicos, senil y presenil",8154,Definitivo,ECM196
2005,female,all,,Tuberculosis y sus efectos tardíos,142,Definitivo,ECM340
2005,female,all,,Tumor maligno de la laringe,69,Definitivo,ECM292
2005,female,all,,Tumor maligno de la mama,5727,Definitivo,ECM274
2005,female,all,,Tumor maligno de la próstata,0,Definitivo,ECM259
2005,female,all,,"Tumor maligno de la tráquea, de los bronquios y del pulmón",2471,Definitivo,ECM289
2005,female,all,,Tumor maligno de la vejiga,757,Definitivo,ECM250
2005,female,all,,Tumor maligno de otras partes del útero,1266,Definitivo,ECM268
2005,female,all,,"Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados",3043,Definitivo,ECM238
2005,female,all,,Tumor maligno del colon,4294,Definitivo,ECM307
2005,female,all,,Tumor maligno del cuello del útero,594,Definitivo,ECM271
2005,female,all,,Tumor maligno del encéfalo,1105,Definitivo,ECM244
2005,female,all,,Tumor maligno del estómago,2132,Definitivo,ECM310
2005,female,all,,Tumor maligno del esófago,234,Definitivo,ECM313
2005,female,all,,Tumor maligno del hígado y vías biliares intrahepáticas,1465,Definitivo,ECM301
2005,female,all,,"Tumor maligno del labio, de la cavidad bucal y de la faringe",441,Definitivo,ECM316
2005,female,all,,Tumor maligno del ovario,1737,Definitivo,ECM265
2005,female,all,,Tumor maligno del páncreas,2171,Definitivo,ECM298
2005,female,all,,"Tumor maligno del recto, de la porción rectosigmoide y del ano",1168,Definitivo,ECM304
2005,female,all,,"Tumor maligno del riñón, excepto pelvis renal",560,Definitivo,ECM253
2005,female,all,,Tumores benignos,243,Definitivo,ECM226
2005,female,all,,Tumores in situ,1,Definitivo,ECM229
2005,female,all,,Tumores malignos de otros órganos genitales femeninos,472,Definitivo,ECM262
2005,female,all,,Tumores malignos de otros órganos genitales masculinos,0,Definitivo,ECM256
2005,female,all,,Tumores malignos del hueso y de los cartílagos articulares,114,Definitivo,ECM283
2005,female,all,,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia",2058,Definitivo,ECM235
2005,female,all,,"VIH+ (portador, evidencias de laboratorio del VIH, ...)",0,Definitivo,ECM325
2005,female,all,,"Úlcera de estómago, duodeno y yeyuno",277,Definitivo,ECM118
2005,female,all,I,Enfermedades infecciosas y parasitarias,3236,Definitivo,ECM346
2005,female,all,I-XXII,Todas las causas,185586,Definitivo,ECM349
2005,female,all,II,Tumores,37542,Definitivo,ECM319
2005,female,all,III,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",758,Definitivo,ECM217
2005,female,all,IV,"Enfermedades endocrinas, nutricionales y metabólicas",7564,Definitivo,ECM208
2005,female,all,IX,Enfermedades del sistema circulatorio,69165,Definitivo,ECM172
2005,female,all,V,Trastornos mentales y del comportamiento,8383,Definitivo,ECM199
2005,female,all,VI-VIII,Enfermedades del sistema nervioso y de los órganos de los sentidos,9531,Definitivo,ECM184
2005,female,all,X,Enfermedades del sistema respiratorio,19906,Definitivo,ECM142
2005,female,all,XI,Enfermedades del sistema digestivo,9083,Definitivo,ECM121
2005,female,all,XII,Enfermedades de la piel y del tejido subcutáneo,763,Definitivo,ECM103
2005,female,all,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2497,Definitivo,ECM100
2005,female,all,XIV,Enfermedades del sistema genitourinario,5035,Definitivo,ECM88
2005,female,all,XV,"Embarazo, parto y puerperio",18,Definitivo,ECM73
2005,female,all,XVI,Afecciones originadas en el periodo perinatal,390,Definitivo,ECM70
2005,female,all,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",449,Definitivo,ECM67
2005,female,all,XVIII,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",6162,Definitivo,ECM55
2005,female,all,XX,Causas externas de mortalidad,5104,Definitivo,ECM40
2005,male,1-4,,Accidentes de tráfico,9,Definitivo,ECM40079
2005,male,1-4,,"Accidentes por fuego, humo y sustancias calientes",7,Definitivo,ECM40075
2005,male,1-4,,Agresiones (homicidio),3,Definitivo,ECM40070
2005,male,1-4,,"Ahogamiento, sumersión y sofocación accidentales",19,Definitivo,ECM40076
2005,male,1-4,,Artritis reumatoide y osteoartrosis,0,Definitivo,ECM38797
2005,male,1-4,,Asma,0,Definitivo,ECM452860
2005,male,1-4,,Aterosclerosis,0,Definitivo,ECM37686
2005,male,1-4,,COVID-19. Virus identificado,0,Definitivo,ECM462120
2005,male,1-4,,COVID-19. Virus no identificado (sospechoso),0,Definitivo,ECM462054
2005,male,1-4,,Caídas accidentales,3,Definitivo,ECM40077
2005,male,1-4,,Ciertos trastornos que afectan al mecanismo de la inmunidad,3,Definitivo,ECM36719
2005,male,1-4,,Cirrosis y otras enfermedades crónicas del hígado,2,Definitivo,ECM38097
2005,male,1-4,,Complicaciones de la atención médica y quirúrgica,1,Definitivo,ECM40068
2005,male,1-4,,Diabetes mellitus,0,Definitivo,ECM36846
2005,male,1-4,,Enfermedad de Alzheimer,0,Definitivo,ECM37263
2005,male,1-4,,Enfermedad meningocócica,8,Definitivo,ECM34412
2005,male,1-4,,Enfermedad vascular intestinal,0,Definitivo,ECM38098
2005,male,1-4,,Enfermedades cardíacas reumáticas crónicas,0,Definitivo,ECM37693
2005,male,1-4,,Enfermedades cerebrovasculares,5,Definitivo,ECM37687
2005,male,1-4,,Enfermedades crónicas de las vías respiratorias inferiores (excepto asma),0,Definitivo,ECM452861
2005,male,1-4,,Enfermedades de la sangre y de los órganos hematopoyéticos,5,Definitivo,ECM36720
2005,male,1-4,,Enfermedades de los órganos genitales femeninos y trastornos de la mama,0,Definitivo,ECM39024
2005,male,1-4,,Enfermedades de los órganos genitales masculinos,0,Definitivo,ECM39025
2005,male,1-4,,Enfermedades del riñón y del uréter,1,Definitivo,ECM39026
2005,male,1-4,,Enfermedades hipertensivas,1,Definitivo,ECM37692
2005,male,1-4,,Enfermedades infecciosas intestinales,0,Definitivo,ECM34538
2005,male,1-4,,Enteritis y colitis no infecciosas,0,Definitivo,ECM38099
2005,male,1-4,,Envenenamiento accidental por psicofármacos y drogas de abuso,0,Definitivo,ECM40074
2005,male,1-4,,Eventos de intención no determinada,0,Definitivo,ECM40069
2005,male,1-4,,Hepatitis vírica,0,Definitivo,ECM34286
2005,male,1-4,,Infarto agudo de miocardio,0,Definitivo,ECM37691
2005,male,1-4,,Influenza (gripe) (incluye gripe aviar y gripe A),1,Definitivo,ECM452863
2005,male,1-4,,Insuficiencia cardíaca,0,Definitivo,ECM37689
2005,male,1-4,,Insuficiencia respiratoria,2,Definitivo,ECM452859
2005,male,1-4,,Leucemia,8,Definitivo,ECM35853
2005,male,1-4,,Malformaciones congénitas del sistema circulatorio,18,Definitivo,ECM39237
2005,male,1-4,,Malformaciones congénitas del sistema nervioso,4,Definitivo,ECM39238
2005,male,1-4,,Melanoma maligno de la piel,0,Definitivo,ECM35869
2005,male,1-4,,Meningitis (otras en 003),7,Definitivo,ECM37264
2005,male,1-4,,Muerte súbita infantil,0,Definitivo,ECM39465
2005,male,1-4,,Neumonía,3,Definitivo,ECM452862
2005,male,1-4,,Osteoporosis y fractura patológica,0,Definitivo,ECM38796
2005,male,1-4,,Otras causas externas y sus efectos tardíos,0,Definitivo,ECM40067
2005,male,1-4,,Otras enfermedades de los vasos sanguíneos,0,Definitivo,ECM37685
2005,male,1-4,,Otras enfermedades del corazón,2,Definitivo,ECM37688
2005,male,1-4,,Otras enfermedades del sistema digestivo,3,Definitivo,ECM38096
2005,male,1-4,,Otras enfermedades del sistema genitourinario,0,Definitivo,ECM39023
2005,male,1-4,,Otras enfermedades del sistema nervioso y de los órganos de los sentidos,20,Definitivo,ECM37262
2005,male,1-4,,Otras enfermedades del sistema osteomuscular y del tejido conjuntivo,1,Definitivo,ECM38795
2005,male,1-4,,Otras enfermedades del sistema respiratorio,2,Definitivo,ECM452858
2005,male,1-4,,"Otras enfermedades endocrinas, nutricionales y metabólicas",9,Definitivo,ECM36845
2005,male,1-4,,Otras enfermedades isquémicas del corazón,0,Definitivo,ECM37690
2005,male,1-4,,"Otras malformaciones congénitas, deformidades y anomalías cromosómicas",16,Definitivo,ECM39236
2005,male,1-4,,Otros accidentes,8,Definitivo,ECM40072
2005,male,1-4,,Otros accidentes de transporte,1,Definitivo,ECM40078
2005,male,1-4,,Otros envenenamientos accidentales,1,Definitivo,ECM40073
2005,male,1-4,,Otros trastornos mentales y del comportamiento,0,Definitivo,ECM37049
2005,male,1-4,,Otros tumores de comportamiento incierto o desconocido,6,Definitivo,ECM35849
2005,male,1-4,,Otros tumores malignos de la piel y de los tejidos blandos,1,Definitivo,ECM35868
2005,male,1-4,,Otros tumores malignos de las vías urinarias,0,Definitivo,ECM35858
2005,male,1-4,,Otros tumores malignos digestivos,0,Definitivo,ECM35874
2005,male,1-4,,Otros tumores malignos neurológicos y endocrinos,4,Definitivo,ECM35856
2005,male,1-4,,Otros tumores malignos respiratorios e intratorácicos,0,Definitivo,ECM35871
2005,male,1-4,,"Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad",8,Definitivo,ECM39467
2005,male,1-4,,Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos,3,Definitivo,ECM34097
2005,male,1-4,,"Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",3,Definitivo,ECM39464
2005,male,1-4,,SIDA,1,Definitivo,ECM34223
2005,male,1-4,,Senilidad,0,Definitivo,ECM39466
2005,male,1-4,,Septicemia,6,Definitivo,ECM34349
2005,male,1-4,,Suicidio y lesiones autoinfligidas,0,Definitivo,ECM40071
2005,male,1-4,,Síndrome inflamatorio multisistémico asociado COVID-19,0,Definitivo,ECM469714
2005,male,1-4,,Síndrome mielodisplásico,0,Definitivo,ECM35850
2005,male,1-4,,Trastornos mentales debidos al uso de alcohol,0,Definitivo,ECM37051
2005,male,1-4,,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0,Definitivo,ECM37050
2005,male,1-4,,"Trastornos mentales orgánicos, senil y presenil",0,Definitivo,ECM37052
2005,male,1-4,,Tuberculosis y sus efectos tardíos,0,Definitivo,ECM34475
2005,male,1-4,,Tumor maligno de la laringe,0,Definitivo,ECM35873
2005,male,1-4,,Tumor maligno de la mama,0,Definitivo,ECM35867
2005,male,1-4,,Tumor maligno de la próstata,0,Definitivo,ECM35862
2005,male,1-4,,"Tumor maligno de la tráquea, de los bronquios y del pulmón",1,Definitivo,ECM35872
2005,male,1-4,,Tumor maligno de la vejiga,0,Definitivo,ECM35859
2005,male,1-4,,Tumor maligno de otras partes del útero,0,Definitivo,ECM35865
2005,male,1-4,,"Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados",1,Definitivo,ECM35855
2005,male,1-4,,Tumor maligno del colon,0,Definitivo,ECM35878
2005,male,1-4,,Tumor maligno del cuello del útero,0,Definitivo,ECM35866
2005,male,1-4,,Tumor maligno del encéfalo,5,Definitivo,ECM35857
2005,male,1-4,,Tumor maligno del estómago,0,Definitivo,ECM35879
2005,male,1-4,,Tumor maligno del esófago,0,Definitivo,ECM35880
2005,male,1-4,,Tumor maligno del hígado y vías biliares intrahepáticas,1,Definitivo,ECM35876
2005,male,1-4,,"Tumor maligno del labio, de la cavidad bucal y de la faringe",0,Definitivo,ECM35881
2005,male,1-4,,Tumor maligno del ovario,0,Definitivo,ECM35864
2005,male,1-4,,Tumor maligno del páncreas,0,Definitivo,ECM35875
2005,male,1-4,,"Tumor maligno del recto, de la porción rectosigmoide y del ano",0,Definitivo,ECM35877
2005,male,1-4,,"Tumor maligno del riñón, excepto pelvis renal",2,Definitivo,ECM35860
2005,male,1-4,,Tumores benignos,1,Definitivo,ECM35851
2005,male,1-4,,Tumores in situ,0,Definitivo,ECM35852
2005,male,1-4,,Tumores malignos de otros órganos genitales femeninos,0,Definitivo,ECM35863
2005,male,1-4,,Tumores malignos de otros órganos genitales masculinos,0,Definitivo,ECM35861
2005,male,1-4,,Tumores malignos del hueso y de los cartílagos articulares,0,Definitivo,ECM35870
2005,male,1-4,,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia",2,Definitivo,ECM35854
2005,male,1-4,,"VIH+ (portador, evidencias de laboratorio del VIH, ...)",0,Definitivo,ECM34160
2005,male,1-4,,"Úlcera de estómago, duodeno y yeyuno",0,Definitivo,ECM38100
2005,male,1-4,I,Enfermedades infecciosas y parasitarias,18,Definitivo,ECM1399
2005,male,1-4,I-XXII,Todas las causas,223,Definitivo,ECM1462
2005,male,1-4,II,Tumores,32,Definitivo,ECM1336
2005,male,1-4,III,"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",8,Definitivo,ECM1273
2005,male,1-4,IV,"Enfermedades endocrinas, nutricionales y metabólicas",9,Definitivo,ECM1210
2005,male,1-4,IX,Enfermedades del sistema circulatorio,8,Definitivo,ECM1021
2005,male,1-4,V,Trastornos mentales y del comportamiento,0,Definitivo,ECM1147
2005,male,1-4,VI-VIII,Enfermedades del sistema nervioso y de los órganos de los sentidos,27,Definitivo,ECM1084
2005,male,1-4,X,Enfermedades del sistema respiratorio,8,Definitivo,ECM958
2005,male,1-4,XI,Enfermedades del sistema digestivo,5,Definitivo,ECM895
2005,male,1-4,XII,Enfermedades de la piel y del tejido subcutáneo,0,Definitivo,ECM832
2005,male,1-4,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1,Definitivo,ECM769
2005,male,1-4,XIV,Enfermedades del sistema genitourinario,1,Definitivo,ECM706
2005,male,1-4,XV,"Embarazo, parto y puerperio",0,Definitivo,ECM643
2005,male,1-4,XVI,Afecciones originadas en el periodo perinatal,5,Definitivo,ECM580
2005,male,1-4,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",38,Definitivo,ECM517
2005,male,1-4,XVIII,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",11,Definitivo,ECM454
2005,male,1-4,XX,Causas externas de mortalidad,52,Definitivo,ECM391
2005,male,10-14,,Accidentes de tráfico,39,Definitivo,ECM40053
2005,male,10-14,,"Accidentes por fuego, humo y sustancias calientes",3,Definitivo,ECM40049
2005,male,10-14,,Agresiones (homicidio),1,Definitivo,ECM40044
2005,male,10-14,,"Ahogamiento, sumersión y sofocación accidentales",1,Definitivo,ECM40050
2005,male,10-14,,Artritis reumatoide y osteoartrosis,0,Definitivo,ECM38791
2005,male,10-14,,Asma,0,Definitivo,ECM452848
2005,male,10-14,,Aterosclerosis,0,Definitivo,ECM37668
2005,male,10-14,,COVID-19. Virus identificado,0,Definitivo,ECM462118
2005,male,10-14,,COVID-19. Virus no identificado (sospechoso),0,Definitivo,ECM462052
2005,male,10-14,,Caídas accidentales,1,Definitivo,ECM40051
2005,male,10-14,,Ciertos trastornos que afectan al mecanismo de la inmunidad,0,Definitivo,ECM36715
2005,male,10-14,,Cirrosis y otras enfermedades crónicas del hígado,0,Definitivo,ECM38087
2005,male,10-14,,Complicaciones de la atención médica y quirúrgica,1,Definitivo,ECM40042
2005,male,10-14,,Diabetes mellitus,0,Definitivo,ECM36842
2005,male,10-14,,Enfermedad de Alzheimer,0,Definitivo,ECM37257
2005,male,10-14,,Enfermedad meningocócica,0,Definitivo,ECM34410
2005,male,10-14,,Enfermedad vascular intestinal,0,Definitivo,ECM38088
2005,male,10-14,,Enfermedades cardíacas reumáticas crónicas,0,Definitivo,ECM37675
2005,male,10-14,,Enfermedades cerebrovasculares,2,Definitivo,ECM37669
2005,male,10-14,,Enfermedades crónicas de las vías respiratorias inferiores (excepto asma),0,Definitivo,ECM452849
2005,male,10-14,,Enfermedades de la sangre y de los órganos hematopoyéticos,3,Definitivo,ECM36716
2005,male,10-14,,Enfermedades de los órganos genitales femeninos y trastornos de la mama,0,Definitivo,ECM39016
2005,male,10-14,,Enfermedades de los órganos genitales masculinos,0,Definitivo,ECM39017
2005,male,10-14,,Enfermedades del riñón y del uréter,0,Definitivo,ECM39018
2005,male,10-14,,Enfermedades hipertensivas,0,Definitivo,ECM37674
2005,male,10-14,,Enfermedades infecciosas intestinales,0,Definitivo,ECM34536
2005,male,10-14,,Enteritis y colitis no infecciosas,0,Definitivo,ECM38089
2005,male,10-14,,Envenenamiento accidental por psicofármacos y drogas de abuso,0,Definitivo,ECM40048
2005,male,10-14,,Eventos de intención no determinada,0,Definitivo,ECM40043
2005,male,10-14,,Hepatitis vírica,0,Definitivo,ECM34284
2005,male,10-14,,Infarto agudo de miocardio,1,Definitivo,ECM37673
2005,male,10-14,,Influenza (gripe) (incluye gripe aviar y gripe A),0,Definitivo,ECM452851
2005,male,10-14,,Insuficiencia cardíaca,1,Definitivo,ECM37671
2005,male,10-14,,Insuficiencia respiratoria,2,Definitivo,ECM452847
2005,male,10-14,,Leucemia,17,Definitivo,ECM35787
2005,male,10-14,,Malformaciones congénitas del sistema circulatorio,4,Definitivo,ECM39231
2005,male,10-14,,Malformaciones congénitas del sistema nervioso,1,Definitivo,ECM39232
2005,male,10-14,,Melanoma maligno de la piel,0,Definitivo,ECM35803
2005,male,10-14,,Meningitis (otras en 003),0,Definitivo,ECM37258
2005,male,10-14,,Muerte súbita infantil,0,Definitivo,ECM39457
2005,male,10-14,,Neumonía,1,Definitivo,ECM452850
2005,male,10-14,,Osteoporosis y fractura patológica,0,Definitivo,ECM38790
2005,male,10-14,,Otras causas externas y sus efectos tardíos,0,Definitivo,ECM40041
2005,male,10-14,,Otras enfermedades de los vasos sanguíneos,0,Definitivo,ECM37667
2005,male,10-14,,Otras enfermedades del corazón,2,Definitivo,ECM37670
2005,male,10-14,,Otras enfermedades del sistema digestivo,0,Definitivo,ECM38086
2005,male,10-14,,Otras enfermedades del sistema genitourinario,0,Definitivo,ECM39015
2005,male,10-14,,Otras enfermedades del sistema nervioso y de los órganos de los sentidos,20,Definitivo,ECM37256
2005,male,10-14,,Otras enfermedades del sistema osteomuscular y del tejido conjuntivo,0,Definitivo,ECM38789
2005,male,10-14,,Otras enfermedades del sistema respiratorio,3,Definitivo,ECM452846
2005,male,10-14,,"Otras enfermedades endocrinas, nutricionales y metabólicas",8,Definitivo,ECM36841
2005,male,10-14,,Otras enfermedades isquémicas del corazón,0,Definitivo,ECM37672
2005,male,10-14,,"Otras malformaciones congénitas, deformidades y anomalías cromosómicas",3,Definitivo,ECM39230
2005,male,10-14,,Otros accidentes,9,Definitivo,ECM40046
2005,male,10-14,,Otros accidentes de transporte,4,Definitivo,ECM40052
2005,male,10-14,,Otros envenenamientos accidentales,1,Definitivo,ECM40047
2005,male,10-14,,Otros trastornos mentales y del comportamiento,0,Definitivo,ECM37041
2005,male,10-14,,Otros tumores de comportamiento incierto o desconocido,5,Definitivo,ECM35783
2005,male,10-14,,Otros tumores malignos de la piel y de los tejidos blandos,3,Definitivo,ECM35802
2005,male,10-14,,Otros tumores malignos de las vías urinarias,0,Definitivo,ECM35792
2005,male,10-14,,Otros tumores malignos digestivos,0,Definitivo,ECM35808
2005,male,10-14,,Otros tumores malignos neurológicos y endocrinos,2,Definitivo,ECM35790
2005,male,10-14,,Otros tumores malignos respiratorios e intratorácicos,0,Definitivo,ECM35805
2005,male,10-14,,"Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad",3,Definitivo,ECM39459
2005,male,10-14,,Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos,1,Definitivo,ECM34095
2005,male,10-14,,"Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1,Definitivo,ECM39456
2005,male,10-14,,SIDA,0,Definitivo,ECM34221
2005,male,10-14,,Senilidad,0,Definitivo,ECM39458
2005,male,10-14,,Septicemia,1,Definitivo,ECM34347
2005,male,10-14,,Suicidio y lesiones autoinfligidas,4,Definitivo,ECM40045
2005,male,10-14,,Síndrome inflamatorio multisistémico asociado COVID-19,0,Definitivo,ECM469712
2005,male,10-14,,Síndrome mielodisplásico,0,Definitivo,ECM35784
2005,male,10-14,,Trastornos mentales debidos al uso de alcohol,0,Definitivo,ECM37043
2005,male,10-14,,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0,Definitivo,ECM37042
2005,male,10-14,,"Trastornos mentales orgánicos, senil y presenil",0,Definitivo,ECM37044
2005,male,10-14,,Tuberculosis y sus efectos tardíos,0,Definitivo,ECM34473
2005,male,10-14,,Tumor maligno de la laringe,0,Definitivo,ECM35807
2005,male,10-14,,Tumor maligno de la mama,0,Definitivo,ECM35801
2005,male,10-14,,Tumor maligno de la próstata,0,Definitivo,ECM35796
2005,male,10-14,,"Tumor maligno de la tráquea, de los bronquios y del pulmón",2,Definitivo,ECM35806
2005,male,10-14,,Tumor maligno de la vejiga,0,Definitivo,ECM35793
2005,male,10-14,,Tumor maligno de otras partes del útero,0,Definitivo,ECM35799
2005,male,10-14,,"Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados",1,Definitivo,ECM35789
2005,male,10-14,,Tumor maligno del colon,0,Definitivo,ECM35812
2005,male,10-14,,Tumor maligno del cuello del útero,0,Definitivo,ECM35800
2005,male,10-14,,Tumor maligno del encéfalo,5,Definitivo,ECM35791
2005,male,10-14,,Tumor maligno del estómago,0,Definitivo,ECM35813
2005,male,10-14,,Tumor maligno del esófago,0,Definitivo,ECM35814
2005,male,10-14,,Tumor maligno del hígado y vías biliares intrahepáticas,0,Definitivo,ECM35810
2005,male,10-14,,"Tumor maligno del labio, de la cavidad bucal y de la faringe",0,Definitivo,ECM35815
2005,male,10-14,,Tumor maligno del ovario,0,Definitivo,ECM35798
2005,male,10-14,,Tumor maligno del páncreas,0,Definitivo,ECM35809
2005,male,10-14,,"Tumor maligno del recto, de la porción rectosigmoide y del ano",0,Definitivo,ECM35811
2005,male,10-14,,"Tumor maligno del riñón, excepto pelvis renal",0,Definitivo,ECM35794
2005,male,10-14,,Tumores benignos,1,Definitivo,ECM35785
2005,male,10-14,,Tumores in situ,0,Definitivo,ECM35786
2005,male,10-14,,Tumores malignos de otros órganos genitales femeninos,0,Definitivo,ECM35797
2005,male,10-14,,Tumores malignos de otros órganos genitales masculinos,0,Definitivo,ECM35795
2005,male,10-14,,Tumores malignos del hueso y de los cartílagos articulares,9,Definitivo,ECM35804
