year,sex,age_group,population_july1
1971,all,1-4,2562574
1971,all,10-14,3052838
1971,all,15-19,2727384
1971,all,20-24,2563007
1971,all,25-29,2287018
1971,all,30-34,2022913
1971,all,35-39,2393732
1971,all,40-44,2332760
1971,all,45-49,2153979
1971,all,5-9,3236894
1971,all,50-54,1763350
1971,all,55-59,1626706
1971,all,60-64,1517126
1971,all,65-69,1284025
1971,all,70-74,918458
1971,all,75-79,600001
1971,all,80-84,334135
1971,all,<1,651607
1971,female,1-4,1248941
1971,female,10-14,1494184
1971,female,15-19,1346134
1971,female,20-24,1267576
1971,female,25-29,1142086
1971,female,30-34,1018488
1971,female,35-39,1207313
1971,female,40-44,1179687
1971,female,45-49,1095218
1971,female,5-9,1580364
1971,female,50-54,932442
1971,female,55-59,878286
1971,female,60-64,822724
1971,female,65-69,716800
1971,female,70-74,535068
1971,female,75-79,364283
1971,female,80-84,212907
1971,female,<1,316730
1971,male,1-4,1313633
1971,male,10-14,1558654
1971,male,15-19,1381249
1971,male,20-24,1295430
1971,male,25-29,1144930
1971,male,30-34,1004425
1971,male,35-39,1186418
1971,male,40-44,1153074
1971,male,45-49,1058760
1971,male,5-9,1656530
1971,male,50-54,830907
1971,male,55-59,748421
1971,male,60-64,694402
1971,male,65-69,567224
1971,male,70-74,383393
1971,male,75-79,235717
1971,male,80-84,121228
1971,male,<1,334877
1972,all,1-4,2565748
1972,all,10-14,3090411
1972,all,15-19,2762586
1972,all,20-24,2595284
1972,all,25-29,2374710
1972,all,30-34,1968388
1972,all,35-39,2362534
1972,all,40-44,2361472
1972,all,45-49,2178656
1972,all,5-9,3269953
1972,all,50-54,1846542
1972,all,55-59,1617608
1972,all,60-64,1532935
1972,all,65-69,1308357
1972,all,70-74,949068
1972,all,75-79,618643
1972,all,80-84,339981
1972,all,<1,663479
1972,female,1-4,1249106
1972,female,10-14,1512704
1972,female,15-19,1363211
1972,female,20-24,1283390
1972,female,25-29,1183911
1972,female,30-34,987115
1972,female,35-39,1194324
1972,female,40-44,1192618
1972,female,45-49,1107889
1972,female,5-9,1597099
1972,female,50-54,966050
1972,female,55-59,875194
1972,female,60-64,833335
1972,female,65-69,730925
1972,female,70-74,551815
1972,female,75-79,376462
1972,female,80-84,216952
1972,female,<1,322448
1972,male,1-4,1316641
1972,male,10-14,1577706
1972,male,15-19,1399374
1972,male,20-24,1311894
1972,male,25-29,1190799
1972,male,30-34,981272
1972,male,35-39,1168210
1972,male,40-44,1168854
1972,male,45-49,1070766
1972,male,5-9,1672855
1972,male,50-54,880492
1972,male,55-59,742414
1972,male,60-64,699598
1972,male,65-69,577432
1972,male,70-74,397252
1972,male,75-79,242181
1972,male,80-84,123028
1972,male,<1,341031
1973,all,1-4,2581596
1973,all,10-14,3122860
1973,all,15-19,2809551
1973,all,20-24,2602639
1973,all,25-29,2449144
1973,all,30-34,2015252
1973,all,35-39,2265653
1973,all,40-44,2393171
1973,all,45-49,2202984
1973,all,5-9,3284767
1973,all,50-54,1929958
1973,all,55-59,1615333
1973,all,60-64,1546587
1973,all,65-69,1326858
1973,all,70-74,993919
1973,all,75-79,630829
1973,all,80-84,347660
1973,all,<1,667002
1973,female,1-4,1256081
1973,female,10-14,1529742
1973,female,15-19,1384556
1973,female,20-24,1287161
1973,female,25-29,1219528
1973,female,30-34,1008701
1973,female,35-39,1145328
1973,female,40-44,1207093
1973,female,45-49,1119722
1973,female,5-9,1603516
1973,female,50-54,1000702
1973,female,55-59,875404
1973,female,60-64,843883
1973,female,65-69,740098
1973,female,70-74,577450
1973,female,75-79,383925
1973,female,80-84,222363
1973,female,<1,324191
1973,male,1-4,1325513
1973,male,10-14,1593118
1973,male,15-19,1424995
1973,male,20-24,1315478
1973,male,25-29,1229617
1973,male,30-34,1006551
1973,male,35-39,1120325
1973,male,40-44,1186079
1973,male,45-49,1083263
1973,male,5-9,1681250
1973,male,50-54,929256
1973,male,55-59,739928
1973,male,60-64,702706
1973,male,65-69,586759
1973,male,70-74,416467
1973,male,75-79,246901
1973,male,80-84,125298
1973,male,<1,342810
1974,all,1-4,2607435
1974,all,10-14,3173705
1974,all,15-19,2874145
1974,all,20-24,2592687
1974,all,25-29,2497216
1974,all,30-34,2143437
1974,all,35-39,2130250
1974,all,40-44,2407640
1974,all,45-49,2234177
1974,all,5-9,3269457
1974,all,50-54,2011339
1974,all,55-59,1615296
1974,all,60-64,1558009
1974,all,65-69,1347214
1974,all,70-74,1041274
1974,all,75-79,641583
1974,all,80-84,354771
1974,all,<1,663447
1974,female,1-4,1268371
1974,female,10-14,1555245
1974,female,15-19,1414208
1974,female,20-24,1282020
1974,female,25-29,1243132
1974,female,30-34,1070251
1974,female,35-39,1077456
1974,female,40-44,1213903
1974,female,45-49,1135833
1974,female,5-9,1594737
1974,female,50-54,1034497
1974,female,55-59,874908
1974,female,60-64,853481
1974,female,65-69,749510
1974,female,70-74,606197
1974,female,75-79,389519
1974,female,80-84,227710
1974,female,<1,322594
1974,male,1-4,1339065
1974,male,10-14,1618461
1974,male,15-19,1459939
1974,male,20-24,1310669
1974,male,25-29,1254083
1974,male,30-34,1073187
1974,male,35-39,1052794
1974,male,40-44,1193735
1974,male,45-49,1098344
1974,male,5-9,1674722
1974,male,50-54,976840
1974,male,55-59,740388
1974,male,60-64,704528
1974,male,65-69,597705
1974,male,70-74,435077
1974,male,75-79,252063
1974,male,80-84,127061
1974,male,<1,340853
1975,all,1-4,2635317
1975,all,10-14,3223046
1975,all,15-19,2946072
1975,all,20-24,2607443
1975,all,25-29,2507265
1975,all,30-34,2228440
1975,all,35-39,2065815
1975,all,40-44,2395577
1975,all,45-49,2272066
1975,all,5-9,3252445
1975,all,50-54,2073911
1975,all,55-59,1639956
1975,all,60-64,1558499
1975,all,65-69,1368656
1975,all,70-74,1071412
1975,all,75-79,666295
1975,all,80-84,362875
1975,all,<1,668420
1975,female,1-4,1281340
1975,female,10-14,1577244
1975,female,15-19,1450165
1975,female,20-24,1289586
1975,female,25-29,1246448
1975,female,30-34,1111713
1975,female,35-39,1044289
1975,female,40-44,1207417
1975,female,45-49,1153744
1975,female,5-9,1585369
1975,female,50-54,1061769
1975,female,55-59,885224
1975,female,60-64,855262
1975,female,65-69,761741
1975,female,70-74,622605
1975,female,75-79,406063
1975,female,80-84,233247
1975,female,<1,324035
1975,male,1-4,1353977
1975,male,10-14,1645802
1975,male,15-19,1495908
1975,male,20-24,1317856
1975,male,25-29,1260816
1975,male,30-34,1116727
1975,male,35-39,1021525
1975,male,40-44,1188160
1975,male,45-49,1118322
1975,male,5-9,1667075
1975,male,50-54,1012143
1975,male,55-59,754733
1975,male,60-64,703238
1975,male,65-69,606915
1975,male,70-74,448807
1975,male,75-79,260232
1975,male,80-84,129625
1975,male,<1,344385
1976,all,1-4,2650236
1976,all,10-14,3264694
1976,all,15-19,3011750
1976,all,20-24,2640678
1976,all,25-29,2511285
1976,all,30-34,2280545
1976,all,35-39,2024571
1976,all,40-44,2384746
1976,all,45-49,2306796
1976,all,5-9,3252065
1976,all,50-54,2113067
1976,all,55-59,1701869
1976,all,60-64,1550632
1976,all,65-69,1389536
1976,all,70-74,1093394
1976,all,75-79,698034
1976,all,80-84,379274
1976,all,<1,662526
1976,female,1-4,1287389
1976,female,10-14,1595152
1976,female,15-19,1484178
1976,female,20-24,1306341
1976,female,25-29,1246666
1976,female,30-34,1138244
1976,female,35-39,1018807
1976,female,40-44,1204365
1976,female,45-49,1169776
1976,female,5-9,1583626
1976,female,50-54,1080961
1976,female,55-59,910216
1976,female,60-64,852206
1976,female,65-69,774867
1976,female,70-74,633700
1976,female,75-79,426793
1976,female,80-84,243613
1976,female,<1,321076
1976,male,1-4,1362845
1976,male,10-14,1669542
1976,male,15-19,1527571
1976,male,20-24,1334338
1976,male,25-29,1264620
1976,male,30-34,1142301
1976,male,35-39,1005763
1976,male,40-44,1180382
1976,male,45-49,1137019
1976,male,5-9,1668440
1976,male,50-54,1032107
1976,male,55-59,791652
1976,male,60-64,698426
1976,male,65-69,614668
1976,male,70-74,459695
1976,male,75-79,271240
1976,male,80-84,135660
1976,male,<1,341450
1977,all,1-4,2652557
1977,all,10-14,3307886
1977,all,15-19,3060981
1977,all,20-24,2682752
1977,all,25-29,2531076
1977,all,30-34,2362570
1977,all,35-39,1970112
1977,all,40-44,2354351
1977,all,45-49,2337864
1977,all,5-9,3255767
1977,all,50-54,2138761
1977,all,55-59,1782351
1977,all,60-64,1542689
1977,all,65-69,1409563
1977,all,70-74,1118236
1977,all,75-79,728337
1977,all,80-84,394017
1977,all,<1,658800
1977,female,1-4,1287197
1977,female,10-14,1615440
1977,female,15-19,1508401
1977,female,20-24,1327160
1977,female,25-29,1256066
1977,female,30-34,1178752
1977,female,35-39,986924
1977,female,40-44,1191792
1977,female,45-49,1184062
1977,female,5-9,1584047
1977,female,50-54,1093944
1977,female,55-59,943187
1977,female,60-64,849705
1977,female,65-69,787386
1977,female,70-74,648331
1977,female,75-79,444115
1977,female,80-84,253079
1977,female,<1,318746
1977,male,1-4,1365360
1977,male,10-14,1692445
1977,male,15-19,1552582
1977,male,20-24,1355592
1977,male,25-29,1275010
1977,male,30-34,1183819
1977,male,35-39,983186
1977,male,40-44,1162560
1977,male,45-49,1153803
1977,male,5-9,1671720
1977,male,50-54,1044816
1977,male,55-59,839165
1977,male,60-64,692983
1977,male,65-69,622177
1977,male,70-74,469906
1977,male,75-79,284220
1977,male,80-84,140938
1977,male,<1,340054
1978,all,1-4,2642993
1978,all,10-14,3327390
1978,all,15-19,3106049
1978,all,20-24,2740180
1978,all,25-29,2525433
1978,all,30-34,2429950
1978,all,35-39,2016418
1978,all,40-44,2258716
1978,all,45-49,2370833
1978,all,5-9,3267525
1978,all,50-54,2164239
1978,all,55-59,1865037
1978,all,60-64,1539588
1978,all,65-69,1425907
1978,all,70-74,1141615
1978,all,75-79,769610
1978,all,80-84,405562
1978,all,<1,641933
1978,female,1-4,1281639
1978,female,10-14,1623864
1978,female,15-19,1530902
1978,female,20-24,1354925
1978,female,25-29,1252385
1978,female,30-34,1212204
1978,female,35-39,1008189
1978,female,40-44,1143247
1978,female,45-49,1199529
1978,female,5-9,1588513
1978,female,50-54,1106391
1978,female,55-59,977757
1978,female,60-64,849771
1978,female,65-69,799114
1978,female,70-74,660945
1978,female,75-79,468287
1978,female,80-84,260244
1978,female,<1,311035
1978,male,1-4,1361355
1978,male,10-14,1703526
1978,male,15-19,1575147
1978,male,20-24,1385253
1978,male,25-29,1273047
1978,male,30-34,1217746
1978,male,35-39,1008229
1978,male,40-44,1115469
1978,male,45-49,1171305
1978,male,5-9,1679012
1978,male,50-54,1057849
1978,male,55-59,887279
1978,male,60-64,689818
1978,male,65-69,626794
1978,male,70-74,480670
1978,male,75-79,301324
1978,male,80-84,145319
1978,male,<1,330898
1979,all,1-4,2608014
1979,all,10-14,3316266
1979,all,15-19,3170446
1979,all,20-24,2813990
1979,all,25-29,2506590
1979,all,30-34,2468892
1979,all,35-39,2142216
1979,all,40-44,2125692
1979,all,45-49,2384546
1979,all,5-9,3288288
1979,all,50-54,2196502
1979,all,55-59,1946113
1979,all,60-64,1538807
1979,all,65-69,1439129
1979,all,70-74,1167107
1979,all,75-79,810835
1979,all,80-84,416104
1979,all,<1,614763
1979,female,1-4,1264007
1979,female,10-14,1616977
1979,female,15-19,1561741
1979,female,20-24,1391205
1979,female,25-29,1242391
1979,female,30-34,1232246
1979,female,35-39,1068606
1979,female,40-44,1076459
1979,female,45-49,1205944
1979,female,5-9,1596649
1979,female,50-54,1123057
1979,female,55-59,1011952
1979,female,60-64,849191
1979,female,65-69,809212
1979,female,70-74,674664
1979,female,75-79,493363
1979,female,80-84,266630
1979,female,<1,297663
1979,male,1-4,1344005
1979,male,10-14,1699288
1979,male,15-19,1608707
1979,male,20-24,1422784
1979,male,25-29,1264198
1979,male,30-34,1236646
1979,male,35-39,1073609
1979,male,40-44,1049233
1979,male,45-49,1178602
1979,male,5-9,1691639
1979,male,50-54,1073446
1979,male,55-59,934162
1979,male,60-64,689617
1979,male,65-69,629914
1979,male,70-74,492443
1979,male,75-79,317472
1979,male,80-84,149473
1979,male,<1,317100
1980,all,1-4,2543985
1980,all,10-14,3304314
1980,all,15-19,3234673
1980,all,20-24,2892639
1980,all,25-29,2518703
1980,all,30-34,2467489
1980,all,35-39,2224332
1980,all,40-44,2062959
1980,all,45-49,2374673
1980,all,5-9,3302938
1980,all,50-54,2233315
1980,all,55-59,2011285
1980,all,60-64,1560595
1980,all,65-69,1445967
1980,all,70-74,1195763
1980,all,75-79,841259
1980,all,80-84,440783
1980,all,<1,582436
1980,female,1-4,1232918
1980,female,10-14,1609676
1980,female,15-19,1587898
1980,female,20-24,1433496
1980,female,25-29,1248824
1980,female,30-34,1230972
1980,female,35-39,1108639
1980,female,40-44,1043792
1980,female,45-49,1200412
1980,female,5-9,1601904
1980,female,50-54,1140489
1980,female,55-59,1041064
1980,female,60-64,857992
1980,female,65-69,813686
1980,female,70-74,691421
1980,female,75-79,510885
1980,female,80-84,283593
1980,female,<1,283377
1980,male,1-4,1311068
1980,male,10-14,1694638
1980,male,15-19,1646775
1980,male,20-24,1459141
1980,male,25-29,1269878
1980,male,30-34,1236516
1980,male,35-39,1115693
1980,male,40-44,1019167
1980,male,45-49,1174260
1980,male,5-9,1701034
1980,male,50-54,1092825
1980,male,55-59,970221
1980,male,60-64,702604
1980,male,65-69,632282
1980,male,70-74,504341
1980,male,75-79,330374
1980,male,80-84,157189
1980,male,<1,299059
1981,all,1-4,2458708
1981,all,10-14,3294515
1981,all,15-19,3284676
1981,all,20-24,2967242
1981,all,25-29,2558403
1981,all,30-34,2461537
1981,all,35-39,2271907
1981,all,40-44,2020909
1981,all,45-49,2365652
1981,all,5-9,3308856
1981,all,50-54,2266200
1981,all,55-59,2053607
1981,all,60-64,1617529
1981,all,65-69,1442557
1981,all,70-74,1220074
1981,all,75-79,862474
1981,all,80-84,467545
1981,all,85-89,193637
1981,all,90-94,58870
1981,all,95+,14627
1981,all,<1,574934
1981,female,1-4,1192660
1981,female,10-14,1603529
1981,female,15-19,1606867
1981,female,20-24,1473237
1981,female,25-29,1268956
1981,female,30-34,1226589
1981,female,35-39,1133824
1981,female,40-44,1017557
1981,female,45-49,1198486
1981,female,5-9,1604587
1981,female,50-54,1155956
1981,female,55-59,1062038
1981,female,60-64,880776
1981,female,65-69,813172
1981,female,70-74,706085
1981,female,75-79,523390
1981,female,80-84,301402
1981,female,85-89,131214
1981,female,90-94,41922
1981,female,95+,10952
1981,female,<1,278386
1981,male,1-4,1266048
1981,male,10-14,1690987
1981,male,15-19,1677808
1981,male,20-24,1494005
1981,male,25-29,1289448
1981,male,30-34,1234946
1981,male,35-39,1138083
1981,male,40-44,1003352
1981,male,45-49,1167164
1981,male,5-9,1704269
1981,male,50-54,1110244
1981,male,55-59,991569
1981,male,60-64,736753
1981,male,65-69,629384
1981,male,70-74,513990
1981,male,75-79,339085
1981,male,80-84,166144
1981,male,85-89,62424
1981,male,90-94,16948
1981,male,95+,3674
1981,male,<1,296547
1982,all,1-4,2372007
1982,all,10-14,3281645
1982,all,15-19,3315525
1982,all,20-24,3023638
1982,all,25-29,2619101
1982,all,30-34,2478892
1982,all,35-39,2347330
1982,all,40-44,1962114
1982,all,45-49,2331691
1982,all,5-9,3299959
1982,all,50-54,2297448
1982,all,55-59,2081081
1982,all,60-64,1697673
1982,all,65-69,1434372
1982,all,70-74,1242488
1982,all,75-79,890377
1982,all,80-84,497861
1982,all,85-89,204971
1982,all,90-94,62180
1982,all,95+,15269
1982,all,<1,531486
1982,female,1-4,1150302
1982,female,10-14,1596639
1982,female,15-19,1620698
1982,female,20-24,1498839
1982,female,25-29,1299483
1982,female,30-34,1234080
1982,female,35-39,1172835
1982,female,40-44,983807
1982,female,45-49,1184189
1982,female,5-9,1601550
1982,female,50-54,1170569
1982,female,55-59,1075759
1982,female,60-64,914133
1982,female,65-69,810285
1982,female,70-74,719528
1982,female,75-79,540394
1982,female,80-84,319775
1982,female,85-89,138720
1982,female,90-94,44299
1982,female,95+,11397
1982,female,<1,255345
1982,male,1-4,1221703
1982,male,10-14,1685005
1982,male,15-19,1694828
1982,male,20-24,1524801
1982,male,25-29,1319617
1982,male,30-34,1244813
1982,male,35-39,1174494
1982,male,40-44,978308
1982,male,45-49,1147502
1982,male,5-9,1698409
1982,male,50-54,1126879
1982,male,55-59,1005321
1982,male,60-64,783540
1982,male,65-69,624087
1982,male,70-74,522961
1982,male,75-79,349985
1982,male,80-84,178086
1982,male,85-89,66251
1982,male,90-94,17882
1982,male,95+,3868
1982,male,<1,276141
1983,all,1-4,2272468
1983,all,10-14,3284959
1983,all,15-19,3320338
1983,all,20-24,3068302
1983,all,25-29,2691958
1983,all,30-34,2477150
1983,all,35-39,2409413
1983,all,40-44,2003545
1983,all,45-49,2232979
1983,all,5-9,3271346
1983,all,50-54,2328254
1983,all,55-59,2106181
1983,all,60-64,1780431
1983,all,65-69,1429181
1983,all,70-74,1257390
1983,all,75-79,912745
1983,all,80-84,527224
1983,all,85-89,211348
1983,all,90-94,63327
1983,all,95+,15539
1983,all,<1,496183
1983,female,1-4,1100757
1983,female,10-14,1597556
1983,female,15-19,1622574
1983,female,20-24,1518695
1983,female,25-29,1335732
1983,female,30-34,1231603
1983,female,35-39,1204527
1983,female,40-44,1003365
1983,female,45-49,1134164
1983,female,5-9,1588507
1983,female,50-54,1185528
1983,female,55-59,1088097
1983,female,60-64,949627
1983,female,65-69,808585
1983,female,70-74,730046
1983,female,75-79,553357
1983,female,80-84,337974
1983,female,85-89,143213
1983,female,90-94,45280
1983,female,95+,11507
1983,female,<1,239257
1983,male,1-4,1171710
1983,male,10-14,1687403
1983,male,15-19,1697764
1983,male,20-24,1549606
1983,male,25-29,1356226
1983,male,30-34,1245547
1983,male,35-39,1204886
1983,male,40-44,1000178
1983,male,45-49,1098815
1983,male,5-9,1682839
1983,male,50-54,1142726
1983,male,55-59,1018084
1983,male,60-64,830806
1983,male,65-69,620596
1983,male,70-74,527344
1983,male,75-79,359391
1983,male,80-84,189251
1983,male,85-89,68133
1983,male,90-94,18048
1983,male,95+,4030
1983,male,<1,256926
1984,all,1-4,2161731
1984,all,10-14,3298663
1984,all,15-19,3298532
1984,all,20-24,3123980
1984,all,25-29,2774332
1984,all,30-34,2468887
1984,all,35-39,2445588
1984,all,40-44,2124147
1984,all,45-49,2097789
1984,all,5-9,3219274
1984,all,50-54,2338354
1984,all,55-59,2137300
1984,all,60-64,1861515
1984,all,65-69,1429465
1984,all,70-74,1270368
1984,all,75-79,938524
1984,all,80-84,558804
1984,all,85-89,219723
1984,all,90-94,65091
1984,all,95+,16556
1984,all,<1,476620
1984,female,1-4,1046297
1984,female,10-14,1603648
1984,female,15-19,1611259
1984,female,20-24,1543188
1984,female,25-29,1376724
1984,female,30-34,1226763
1984,female,35-39,1223432
1984,female,40-44,1062122
1984,female,45-49,1066325
1984,female,5-9,1564342
1984,female,50-54,1190154
1984,female,55-59,1104122
1984,female,60-64,985046
1984,female,65-69,808156
1984,female,70-74,739399
1984,female,75-79,568041
1984,female,80-84,358272
1984,female,85-89,148863
1984,female,90-94,46837
1984,female,95+,12129
1984,female,<1,229545
1984,male,1-4,1115434
1984,male,10-14,1695015
1984,male,15-19,1687270
1984,male,20-24,1580793
1984,male,25-29,1397608
1984,male,30-34,1242125
1984,male,35-39,1222156
1984,male,40-44,1062025
1984,male,45-49,1031464
1984,male,5-9,1654931
1984,male,50-54,1148201
1984,male,55-59,1033177
1984,male,60-64,876469
1984,male,65-69,621310
1984,male,70-74,530969
1984,male,75-79,370483
1984,male,80-84,200532
1984,male,85-89,70859
1984,male,90-94,18254
1984,male,95+,4429
1984,male,<1,247075
1985,all,1-4,2056593
1985,all,10-14,3314918
1985,all,15-19,3278858
1985,all,20-24,3171559
1985,all,25-29,2856887
1985,all,30-34,2494744
1985,all,35-39,2444432
1985,all,40-44,2202985
1985,all,45-49,2030815
1985,all,5-9,3135760
1985,all,50-54,2325102
1985,all,55-59,2171236
1985,all,60-64,1926508
1985,all,65-69,1451250
1985,all,70-74,1276034
1985,all,75-79,964029
1985,all,80-84,582369
1985,all,85-89,235288
1985,all,90-94,67181
1985,all,95+,17654
1985,all,<1,462822
1985,female,1-4,994352
1985,female,10-14,1612052
1985,female,15-19,1600755
1985,female,20-24,1561576
1985,female,25-29,1419308
1985,female,30-34,1240188
1985,female,35-39,1222211
1985,female,40-44,1101547
1985,female,45-49,1031736
1985,female,5-9,1525051
1985,female,50-54,1183338
1985,female,55-59,1120625
1985,female,60-64,1015052
1985,female,65-69,817346
1985,female,70-74,743450
1985,female,75-79,583480
1985,female,80-84,373419
1985,female,85-89,160117
1985,female,90-94,48433
1985,female,95+,12878
1985,female,<1,223230
1985,male,1-4,1062241
1985,male,10-14,1702865
1985,male,15-19,1678103
1985,male,20-24,1609980
1985,male,25-29,1437579
1985,male,30-34,1254556
1985,male,35-39,1222222
1985,male,40-44,1101437
1985,male,45-49,999079
1985,male,5-9,1610709
1985,male,50-54,1141764
1985,male,55-59,1050612
1985,male,60-64,911456
1985,male,65-69,633905
1985,male,70-74,532584
1985,male,75-79,380549
1985,male,80-84,208948
1985,male,85-89,75171
1985,male,90-94,18748
1985,male,95+,4775
1985,male,<1,239591
1986,all,1-4,1961058
1986,all,10-14,3327003
1986,all,15-19,3272221
1986,all,20-24,3205828
1986,all,25-29,2927664
1986,all,30-34,2543875
1986,all,35-39,2440120
1986,all,40-44,2249228
1986,all,45-49,1986728
1986,all,5-9,3028655
1986,all,50-54,2313217
1986,all,55-59,2201295
1986,all,60-64,1969164
1986,all,65-69,1507950
1986,all,70-74,1273484
1986,all,75-79,985559
1986,all,80-84,599784
1986,all,85-89,252977
1986,all,90-94,69953
1986,all,95+,17619
1986,all,<1,438556
1986,female,1-4,948430
1986,female,10-14,1619544
1986,female,15-19,1596439
1986,female,20-24,1574682
1986,female,25-29,1454862
1986,female,30-34,1265380
1986,female,35-39,1218509
1986,female,40-44,1126549
1986,female,45-49,1005248
1986,female,5-9,1473003
1986,female,50-54,1179816
1986,female,55-59,1134965
1986,female,60-64,1036287
1986,female,65-69,841436
1986,female,70-74,742844
1986,female,75-79,597057
1986,female,80-84,384322
1986,female,85-89,172323
1986,female,90-94,50226
1986,female,95+,12857
1986,female,<1,211983
1986,male,1-4,1012629
1986,male,10-14,1707460
1986,male,15-19,1675782
1986,male,20-24,1631148
1986,male,25-29,1472802
1986,male,30-34,1278495
1986,male,35-39,1221610
1986,male,40-44,1122678
1986,male,45-49,981480
1986,male,5-9,1555652
1986,male,50-54,1133402
1986,male,55-59,1066330
1986,male,60-64,932877
1986,male,65-69,666513
1986,male,70-74,530641
1986,male,75-79,388503
1986,male,80-84,215462
1986,male,85-89,80653
1986,male,90-94,19728
1986,male,95+,4762
1986,male,<1,226574
1987,all,1-4,1873520
1987,all,10-14,3320110
1987,all,15-19,3273529
1987,all,20-24,3238375
1987,all,25-29,2973973
1987,all,30-34,2601100
1987,all,35-39,2458438
1987,all,40-44,2323496
1987,all,45-49,1929931
1987,all,5-9,2906521
1987,all,50-54,2278785
1987,all,55-59,2230196
1987,all,60-64,1996174
1987,all,65-69,1585747
1987,all,70-74,1270149
1987,all,75-79,1008687
1987,all,80-84,621903
1987,all,85-89,272718
1987,all,90-94,75055
1987,all,95+,17785
1987,all,<1,426128
1987,female,1-4,907625
1987,female,10-14,1617946
1987,female,15-19,1596044
1987,female,20-24,1589435
1987,female,25-29,1476096
1987,female,30-34,1294684
1987,female,35-39,1226610
1987,female,40-44,1164876
1987,female,45-49,972991
1987,female,5-9,1412954
1987,female,50-54,1164882
1987,female,55-59,1148832
1987,female,60-64,1049881
1987,female,65-69,875435
1987,female,70-74,741889
1987,female,75-79,611155
1987,female,80-84,398223
1987,female,85-89,185031
1987,female,90-94,53820
1987,female,95+,13000
1987,female,<1,206204
1987,male,1-4,965895
1987,male,10-14,1702162
1987,male,15-19,1677486
1987,male,20-24,1648938
1987,male,25-29,1497877
1987,male,30-34,1306414
1987,male,35-39,1231828
1987,male,40-44,1158619
1987,male,45-49,956942
1987,male,5-9,1493567
1987,male,50-54,1113902
1987,male,55-59,1081366
1987,male,60-64,946294
1987,male,65-69,710311
1987,male,70-74,528260
1987,male,75-79,397532
1987,male,80-84,223679
1987,male,85-89,87689
1987,male,90-94,21233
1987,male,95+,4786
1987,male,<1,219924
1988,all,1-4,1797790
1988,all,10-14,3293178
1988,all,15-19,3284971
1988,all,20-24,3252451
1988,all,25-29,3008563
1988,all,30-34,2667220
1988,all,35-39,2459676
1988,all,40-44,2383966
1988,all,45-49,1971581
1988,all,5-9,2772459
1988,all,50-54,2182098
1988,all,55-59,2259474
1988,all,60-64,2019690
1988,all,65-69,1665755
1988,all,70-74,1270919
1988,all,75-79,1027560
1988,all,80-84,642540
1988,all,85-89,293877
1988,all,90-94,79627
1988,all,95+,17970
1988,all,<1,412941
1988,female,1-4,871994
1988,female,10-14,1605615
1988,female,15-19,1601257
1988,female,20-24,1595926
1988,female,25-29,1491284
1988,female,30-34,1328151
1988,female,35-39,1226273
1988,female,40-44,1195725
1988,female,45-49,992526
1988,female,5-9,1348316
1988,female,50-54,1115962
1988,female,55-59,1163250
1988,female,60-64,1061131
1988,female,65-69,911247
1988,female,70-74,743290
1988,female,75-79,624014
1988,female,80-84,410654
1988,female,85-89,198985
1988,female,90-94,57012
1988,female,95+,13272
1988,female,<1,199730
1988,male,1-4,925796
1988,male,10-14,1687564
1988,male,15-19,1683712
1988,male,20-24,1656526
1988,male,25-29,1517278
1988,male,30-34,1339069
1988,male,35-39,1233402
1988,male,40-44,1188240
1988,male,45-49,979055
1988,male,5-9,1424141
1988,male,50-54,1066136
1988,male,55-59,1096226
1988,male,60-64,958561
1988,male,65-69,754510
1988,male,70-74,527628
1988,male,75-79,403544
1988,male,80-84,231884
1988,male,85-89,94889
1988,male,90-94,22615
1988,male,95+,4698
1988,male,<1,213211
1989,all,1-4,1727843
1989,all,10-14,3242857
1989,all,15-19,3304249
1989,all,20-24,3242852
1989,all,25-29,3054193
1989,all,30-34,2742948
1989,all,35-39,2452320
1989,all,40-44,2419923
1989,all,45-49,2091529
1989,all,5-9,2639509
1989,all,50-54,2049086
1989,all,55-59,2267392
1989,all,60-64,2048777
1989,all,65-69,1743347
1989,all,70-74,1275539
1989,all,75-79,1041511
1989,all,80-84,662128
1989,all,85-89,311747
1989,all,90-94,82823
1989,all,95+,18064
1989,all,<1,402740
1989,female,1-4,838917
1989,female,10-14,1581530
1989,female,15-19,1611486
1989,female,20-24,1590674
1989,female,25-29,1511758
1989,female,30-34,1366015
1989,female,35-39,1222272
1989,female,40-44,1214412
1989,female,45-49,1051351
1989,female,5-9,1284236
1989,female,50-54,1048943
1989,female,55-59,1167024
1989,female,60-64,1076142
1989,female,65-69,946639
1989,female,70-74,745469
1989,female,75-79,633909
1989,female,80-84,422125
1989,female,85-89,211466
1989,female,90-94,59189
1989,female,95+,13499
1989,female,<1,194850
1989,male,1-4,888926
1989,male,10-14,1661328
1989,male,15-19,1692764
1989,male,20-24,1652177
1989,male,25-29,1542434
1989,male,30-34,1376932
1989,male,35-39,1230049
1989,male,40-44,1205512
1989,male,45-49,1040179
1989,male,5-9,1355275
1989,male,50-54,1000144
1989,male,55-59,1100368
1989,male,60-64,972634
1989,male,65-69,796708
1989,male,70-74,530068
1989,male,75-79,407604
1989,male,80-84,240003
1989,male,85-89,100281
1989,male,90-94,23633
1989,male,95+,4565
1989,male,<1,207889
1990,all,1-4,1660528
1990,all,10-14,3156828
1990,all,15-19,3325882
1990,all,20-24,3234820
1990,all,25-29,3093005
1990,all,30-34,2820544
