year,sex,age_group,cause,deaths
2012,male,60-64,Todas las causas,12570
2012,male,60-64,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2012,male,65-69,Accidentes de tráfico,60
2012,male,65-69,Agresiones (homicidio),10
2012,male,65-69,Envenenamiento accidental por psicofármacos y drogas de abuso,6
2012,male,65-69,Eventos de intención no determinada,4
2012,male,65-69,Suicidio y lesiones autoinfligidas,133
2012,male,65-69,Todas las causas,16282
2012,male,65-69,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2012,male,70-74,Accidentes de tráfico,74
2012,male,70-74,Agresiones (homicidio),3
2012,male,70-74,Envenenamiento accidental por psicofármacos y drogas de abuso,7
2012,male,70-74,Eventos de intención no determinada,1
2012,male,70-74,Suicidio y lesiones autoinfligidas,155
2012,male,70-74,Todas las causas,19063
2012,male,70-74,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2012,male,75-79,Accidentes de tráfico,91
2012,male,75-79,Agresiones (homicidio),5
2012,male,75-79,Envenenamiento accidental por psicofármacos y drogas de abuso,11
2012,male,75-79,Eventos de intención no determinada,3
2012,male,75-79,Suicidio y lesiones autoinfligidas,213
2012,male,75-79,Todas las causas,30957
2012,male,75-79,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2012,male,80-84,Accidentes de tráfico,78
2012,male,80-84,Agresiones (homicidio),6
2012,male,80-84,Envenenamiento accidental por psicofármacos y drogas de abuso,15
2012,male,80-84,Eventos de intención no determinada,3
2012,male,80-84,Suicidio y lesiones autoinfligidas,201
2012,male,80-84,Todas las causas,38599
2012,male,80-84,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2012,male,85-89,Accidentes de tráfico,47
2012,male,85-89,Agresiones (homicidio),2
2012,male,85-89,Envenenamiento accidental por psicofármacos y drogas de abuso,19
2012,male,85-89,Eventos de intención no determinada,1
2012,male,85-89,Suicidio y lesiones autoinfligidas,104
2012,male,85-89,Todas las causas,34978
2012,male,85-89,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2012,male,90-94,Accidentes de tráfico,13
2012,male,90-94,Agresiones (homicidio),2
2012,male,90-94,Envenenamiento accidental por psicofármacos y drogas de abuso,4
2012,male,90-94,Eventos de intención no determinada,0
2012,male,90-94,Suicidio y lesiones autoinfligidas,43
2012,male,90-94,Todas las causas,18134
2012,male,90-94,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2012,male,95+,Accidentes de tráfico,1
2012,male,95+,Agresiones (homicidio),0
2012,male,95+,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2012,male,95+,Eventos de intención no determinada,0
2012,male,95+,Suicidio y lesiones autoinfligidas,10
2012,male,95+,Todas las causas,6151
2012,male,95+,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2012,male,<1,Accidentes de tráfico,3
2012,male,<1,Agresiones (homicidio),4
2012,male,<1,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2012,male,<1,Eventos de intención no determinada,0
2012,male,<1,Suicidio y lesiones autoinfligidas,0
2012,male,<1,Todas las causas,772
2012,male,<1,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2012,male,all,Accidentes de tráfico,1475
2012,male,all,Agresiones (homicidio),205
2012,male,all,Envenenamiento accidental por psicofármacos y drogas de abuso,426
2012,male,all,Eventos de intención no determinada,63
2012,male,all,Suicidio y lesiones autoinfligidas,2724
2012,male,all,Todas las causas,205920
2012,male,all,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",31
2013,all,1-4,Accidentes de tráfico,18
2013,all,1-4,Agresiones (homicidio),3
2013,all,1-4,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2013,all,1-4,Eventos de intención no determinada,0
2013,all,1-4,Suicidio y lesiones autoinfligidas,0
2013,all,1-4,Todas las causas,290
2013,all,1-4,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,all,10-14,Accidentes de tráfico,18
2013,all,10-14,Agresiones (homicidio),7
2013,all,10-14,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2013,all,10-14,Eventos de intención no determinada,0
2013,all,10-14,Suicidio y lesiones autoinfligidas,9
2013,all,10-14,Todas las causas,193
2013,all,10-14,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,all,15-19,Accidentes de tráfico,57
2013,all,15-19,Agresiones (homicidio),8
2013,all,15-19,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2013,all,15-19,Eventos de intención no determinada,4
2013,all,15-19,Suicidio y lesiones autoinfligidas,57
2013,all,15-19,Todas las causas,381
2013,all,15-19,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,all,20-24,Accidentes de tráfico,112
2013,all,20-24,Agresiones (homicidio),12
2013,all,20-24,Envenenamiento accidental por psicofármacos y drogas de abuso,10
2013,all,20-24,Eventos de intención no determinada,2
2013,all,20-24,Suicidio y lesiones autoinfligidas,119
2013,all,20-24,Todas las causas,607
2013,all,20-24,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,all,25-29,Accidentes de tráfico,112
2013,all,25-29,Agresiones (homicidio),24
2013,all,25-29,Envenenamiento accidental por psicofármacos y drogas de abuso,29
2013,all,25-29,Eventos de intención no determinada,6
2013,all,25-29,Suicidio y lesiones autoinfligidas,125
2013,all,25-29,Todas las causas,852
2013,all,25-29,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2013,all,30-34,Accidentes de tráfico,139
2013,all,30-34,Agresiones (homicidio),24
2013,all,30-34,Envenenamiento accidental por psicofármacos y drogas de abuso,55
2013,all,30-34,Eventos de intención no determinada,5
2013,all,30-34,Suicidio y lesiones autoinfligidas,214
2013,all,30-34,Todas las causas,1389
2013,all,30-34,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",4
2013,all,35-39,Accidentes de tráfico,141
2013,all,35-39,Agresiones (homicidio),41
2013,all,35-39,Envenenamiento accidental por psicofármacos y drogas de abuso,77
2013,all,35-39,Eventos de intención no determinada,2
2013,all,35-39,Suicidio y lesiones autoinfligidas,304
2013,all,35-39,Todas las causas,2389
2013,all,35-39,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2013,all,40-44,Accidentes de tráfico,146
2013,all,40-44,Agresiones (homicidio),31
2013,all,40-44,Envenenamiento accidental por psicofármacos y drogas de abuso,98
2013,all,40-44,Eventos de intención no determinada,5
2013,all,40-44,Suicidio y lesiones autoinfligidas,379
2013,all,40-44,Todas las causas,3874
2013,all,40-44,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",7
2013,all,45-49,Accidentes de tráfico,136
2013,all,45-49,Agresiones (homicidio),32
2013,all,45-49,Envenenamiento accidental por psicofármacos y drogas de abuso,100
2013,all,45-49,Eventos de intención no determinada,10
2013,all,45-49,Suicidio y lesiones autoinfligidas,412
2013,all,45-49,Todas las causas,6888
2013,all,45-49,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",3
2013,all,5-9,Accidentes de tráfico,18
2013,all,5-9,Agresiones (homicidio),4
2013,all,5-9,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2013,all,5-9,Eventos de intención no determinada,0
2013,all,5-9,Suicidio y lesiones autoinfligidas,0
2013,all,5-9,Todas las causas,217
2013,all,5-9,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,all,50-54,Accidentes de tráfico,129
2013,all,50-54,Agresiones (homicidio),29
2013,all,50-54,Envenenamiento accidental por psicofármacos y drogas de abuso,49
2013,all,50-54,Eventos de intención no determinada,9
2013,all,50-54,Suicidio y lesiones autoinfligidas,450
2013,all,50-54,Todas las causas,10290
2013,all,50-54,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",4
2013,all,55-59,Accidentes de tráfico,107
2013,all,55-59,Agresiones (homicidio),15
2013,all,55-59,Envenenamiento accidental por psicofármacos y drogas de abuso,23
2013,all,55-59,Eventos de intención no determinada,5
2013,all,55-59,Suicidio y lesiones autoinfligidas,324
2013,all,55-59,Todas las causas,13397
2013,all,55-59,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2013,all,60-64,Accidentes de tráfico,99
2013,all,60-64,Agresiones (homicidio),15
2013,all,60-64,Envenenamiento accidental por psicofármacos y drogas de abuso,11
2013,all,60-64,Eventos de intención no determinada,2
2013,all,60-64,Suicidio y lesiones autoinfligidas,270
2013,all,60-64,Todas las causas,17553
2013,all,60-64,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,all,65-69,Accidentes de tráfico,97
2013,all,65-69,Agresiones (homicidio),18
2013,all,65-69,Envenenamiento accidental por psicofármacos y drogas de abuso,9
2013,all,65-69,Eventos de intención no determinada,1
2013,all,65-69,Suicidio y lesiones autoinfligidas,257
2013,all,65-69,Todas las causas,23662
2013,all,65-69,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,all,70-74,Accidentes de tráfico,116
2013,all,70-74,Agresiones (homicidio),15
2013,all,70-74,Envenenamiento accidental por psicofármacos y drogas de abuso,17
2013,all,70-74,Eventos de intención no determinada,5
2013,all,70-74,Suicidio y lesiones autoinfligidas,247
2013,all,70-74,Todas las causas,28266
2013,all,70-74,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,all,75-79,Accidentes de tráfico,120
2013,all,75-79,Agresiones (homicidio),9
2013,all,75-79,Envenenamiento accidental por psicofármacos y drogas de abuso,28
2013,all,75-79,Eventos de intención no determinada,9
2013,all,75-79,Suicidio y lesiones autoinfligidas,254
2013,all,75-79,Todas las causas,47928
2013,all,75-79,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,all,80-84,Accidentes de tráfico,141
2013,all,80-84,Agresiones (homicidio),10
2013,all,80-84,Envenenamiento accidental por psicofármacos y drogas de abuso,41
2013,all,80-84,Eventos de intención no determinada,5
2013,all,80-84,Suicidio y lesiones autoinfligidas,257
2013,all,80-84,Todas las causas,72142
2013,all,80-84,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,all,85-89,Accidentes de tráfico,78
2013,all,85-89,Agresiones (homicidio),8
2013,all,85-89,Envenenamiento accidental por psicofármacos y drogas de abuso,50
2013,all,85-89,Eventos de intención no determinada,10
2013,all,85-89,Suicidio y lesiones autoinfligidas,137
2013,all,85-89,Todas las causas,79519
2013,all,85-89,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,all,90-94,Accidentes de tráfico,20
2013,all,90-94,Agresiones (homicidio),6
2013,all,90-94,Envenenamiento accidental por psicofármacos y drogas de abuso,29
2013,all,90-94,Eventos de intención no determinada,0
2013,all,90-94,Suicidio y lesiones autoinfligidas,45
2013,all,90-94,Todas las causas,55401
2013,all,90-94,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,all,95+,Accidentes de tráfico,1
2013,all,95+,Agresiones (homicidio),0
2013,all,95+,Envenenamiento accidental por psicofármacos y drogas de abuso,6
2013,all,95+,Eventos de intención no determinada,0
2013,all,95+,Suicidio y lesiones autoinfligidas,10
2013,all,95+,Todas las causas,24017
2013,all,95+,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,all,<1,Accidentes de tráfico,2
2013,all,<1,Agresiones (homicidio),4
2013,all,<1,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2013,all,<1,Eventos de intención no determinada,1
2013,all,<1,Suicidio y lesiones autoinfligidas,0
2013,all,<1,Todas las causas,1164
2013,all,<1,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,all,all,Accidentes de tráfico,1807
2013,all,all,Agresiones (homicidio),315
2013,all,all,Envenenamiento accidental por psicofármacos y drogas de abuso,636
2013,all,all,Eventos de intención no determinada,81
2013,all,all,Suicidio y lesiones autoinfligidas,3870
2013,all,all,Todas las causas,390419
2013,all,all,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",22
2013,female,1-4,Accidentes de tráfico,11
2013,female,1-4,Agresiones (homicidio),0
2013,female,1-4,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2013,female,1-4,Eventos de intención no determinada,0
2013,female,1-4,Suicidio y lesiones autoinfligidas,0
2013,female,1-4,Todas las causas,137
2013,female,1-4,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,10-14,Accidentes de tráfico,4
2013,female,10-14,Agresiones (homicidio),5
2013,female,10-14,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2013,female,10-14,Eventos de intención no determinada,0
2013,female,10-14,Suicidio y lesiones autoinfligidas,3
2013,female,10-14,Todas las causas,85
2013,female,10-14,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,15-19,Accidentes de tráfico,18
2013,female,15-19,Agresiones (homicidio),1
2013,female,15-19,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2013,female,15-19,Eventos de intención no determinada,0
2013,female,15-19,Suicidio y lesiones autoinfligidas,17
2013,female,15-19,Todas las causas,124
2013,female,15-19,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,20-24,Accidentes de tráfico,28
2013,female,20-24,Agresiones (homicidio),4
2013,female,20-24,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2013,female,20-24,Eventos de intención no determinada,0
2013,female,20-24,Suicidio y lesiones autoinfligidas,28
2013,female,20-24,Todas las causas,172
2013,female,20-24,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,25-29,Accidentes de tráfico,18
2013,female,25-29,Agresiones (homicidio),11
2013,female,25-29,Envenenamiento accidental por psicofármacos y drogas de abuso,7
2013,female,25-29,Eventos de intención no determinada,2
2013,female,25-29,Suicidio y lesiones autoinfligidas,31
2013,female,25-29,Todas las causas,254
2013,female,25-29,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,30-34,Accidentes de tráfico,19
2013,female,30-34,Agresiones (homicidio),8
2013,female,30-34,Envenenamiento accidental por psicofármacos y drogas de abuso,12
2013,female,30-34,Eventos de intención no determinada,2
2013,female,30-34,Suicidio y lesiones autoinfligidas,48
2013,female,30-34,Todas las causas,423
2013,female,30-34,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2013,female,35-39,Accidentes de tráfico,25
2013,female,35-39,Agresiones (homicidio),17
2013,female,35-39,Envenenamiento accidental por psicofármacos y drogas de abuso,12
2013,female,35-39,Eventos de intención no determinada,0
2013,female,35-39,Suicidio y lesiones autoinfligidas,75
2013,female,35-39,Todas las causas,895
2013,female,35-39,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,40-44,Accidentes de tráfico,15
2013,female,40-44,Agresiones (homicidio),6
2013,female,40-44,Envenenamiento accidental por psicofármacos y drogas de abuso,24
2013,female,40-44,Eventos de intención no determinada,2
2013,female,40-44,Suicidio y lesiones autoinfligidas,94
2013,female,40-44,Todas las causas,1343
2013,female,40-44,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,45-49,Accidentes de tráfico,18
2013,female,45-49,Agresiones (homicidio),8
2013,female,45-49,Envenenamiento accidental por psicofármacos y drogas de abuso,12
2013,female,45-49,Eventos de intención no determinada,3
2013,female,45-49,Suicidio y lesiones autoinfligidas,93
2013,female,45-49,Todas las causas,2330
2013,female,45-49,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,5-9,Accidentes de tráfico,9
2013,female,5-9,Agresiones (homicidio),1
2013,female,5-9,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2013,female,5-9,Eventos de intención no determinada,0
2013,female,5-9,Suicidio y lesiones autoinfligidas,0
2013,female,5-9,Todas las causas,100
2013,female,5-9,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,50-54,Accidentes de tráfico,30
2013,female,50-54,Agresiones (homicidio),14
2013,female,50-54,Envenenamiento accidental por psicofármacos y drogas de abuso,9
2013,female,50-54,Eventos de intención no determinada,2
2013,female,50-54,Suicidio y lesiones autoinfligidas,110
2013,female,50-54,Todas las causas,3403
2013,female,50-54,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,55-59,Accidentes de tráfico,24
2013,female,55-59,Agresiones (homicidio),3
2013,female,55-59,Envenenamiento accidental por psicofármacos y drogas de abuso,4
2013,female,55-59,Eventos de intención no determinada,2
2013,female,55-59,Suicidio y lesiones autoinfligidas,87
2013,female,55-59,Todas las causas,4191
2013,female,55-59,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2013,female,60-64,Accidentes de tráfico,18
2013,female,60-64,Agresiones (homicidio),4
2013,female,60-64,Envenenamiento accidental por psicofármacos y drogas de abuso,5
2013,female,60-64,Eventos de intención no determinada,1
2013,female,60-64,Suicidio y lesiones autoinfligidas,65
2013,female,60-64,Todas las causas,5244
2013,female,60-64,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,65-69,Accidentes de tráfico,29
2013,female,65-69,Agresiones (homicidio),7
2013,female,65-69,Envenenamiento accidental por psicofármacos y drogas de abuso,4
2013,female,65-69,Eventos de intención no determinada,1
2013,female,65-69,Suicidio y lesiones autoinfligidas,70
2013,female,65-69,Todas las causas,7357
2013,female,65-69,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,70-74,Accidentes de tráfico,40
2013,female,70-74,Agresiones (homicidio),4
2013,female,70-74,Envenenamiento accidental por psicofármacos y drogas de abuso,6
2013,female,70-74,Eventos de intención no determinada,1
2013,female,70-74,Suicidio y lesiones autoinfligidas,65
2013,female,70-74,Todas las causas,9659
2013,female,70-74,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,75-79,Accidentes de tráfico,42
2013,female,75-79,Agresiones (homicidio),5
2013,female,75-79,Envenenamiento accidental por psicofármacos y drogas de abuso,14
2013,female,75-79,Eventos de intención no determinada,4
2013,female,75-79,Suicidio y lesiones autoinfligidas,73
2013,female,75-79,Todas las causas,19209
2013,female,75-79,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,80-84,Accidentes de tráfico,46
2013,female,80-84,Agresiones (homicidio),4
2013,female,80-84,Envenenamiento accidental por psicofármacos y drogas de abuso,22
2013,female,80-84,Eventos de intención no determinada,0
2013,female,80-84,Suicidio y lesiones autoinfligidas,54
2013,female,80-84,Todas las causas,34626
2013,female,80-84,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,85-89,Accidentes de tráfico,21
2013,female,85-89,Agresiones (homicidio),4
2013,female,85-89,Envenenamiento accidental por psicofármacos y drogas de abuso,32
2013,female,85-89,Eventos de intención no determinada,7
2013,female,85-89,Suicidio y lesiones autoinfligidas,31
2013,female,85-89,Todas las causas,45388
2013,female,85-89,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,90-94,Accidentes de tráfico,8
2013,female,90-94,Agresiones (homicidio),2
2013,female,90-94,Envenenamiento accidental por psicofármacos y drogas de abuso,21
2013,female,90-94,Eventos de intención no determinada,0
2013,female,90-94,Suicidio y lesiones autoinfligidas,10
2013,female,90-94,Todas las causas,36872
2013,female,90-94,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,95+,Accidentes de tráfico,1
2013,female,95+,Agresiones (homicidio),0
2013,female,95+,Envenenamiento accidental por psicofármacos y drogas de abuso,5
2013,female,95+,Eventos de intención no determinada,0
2013,female,95+,Suicidio y lesiones autoinfligidas,5
2013,female,95+,Todas las causas,18243
2013,female,95+,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,<1,Accidentes de tráfico,1
2013,female,<1,Agresiones (homicidio),1
2013,female,<1,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2013,female,<1,Eventos de intención no determinada,0
2013,female,<1,Suicidio y lesiones autoinfligidas,0
2013,female,<1,Todas las causas,530
2013,female,<1,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,female,all,Accidentes de tráfico,425
2013,female,all,Agresiones (homicidio),109
2013,female,all,Envenenamiento accidental por psicofármacos y drogas de abuso,192
2013,female,all,Eventos de intención no determinada,27
2013,female,all,Suicidio y lesiones autoinfligidas,959
2013,female,all,Todas las causas,190585
2013,female,all,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2013,male,1-4,Accidentes de tráfico,7
2013,male,1-4,Agresiones (homicidio),3
2013,male,1-4,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2013,male,1-4,Eventos de intención no determinada,0
2013,male,1-4,Suicidio y lesiones autoinfligidas,0
2013,male,1-4,Todas las causas,153
2013,male,1-4,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,male,10-14,Accidentes de tráfico,14
2013,male,10-14,Agresiones (homicidio),2
2013,male,10-14,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2013,male,10-14,Eventos de intención no determinada,0
2013,male,10-14,Suicidio y lesiones autoinfligidas,6
2013,male,10-14,Todas las causas,108
2013,male,10-14,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,male,15-19,Accidentes de tráfico,39
2013,male,15-19,Agresiones (homicidio),7
2013,male,15-19,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2013,male,15-19,Eventos de intención no determinada,4
2013,male,15-19,Suicidio y lesiones autoinfligidas,40
2013,male,15-19,Todas las causas,257
2013,male,15-19,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,male,20-24,Accidentes de tráfico,84
2013,male,20-24,Agresiones (homicidio),8
2013,male,20-24,Envenenamiento accidental por psicofármacos y drogas de abuso,8
2013,male,20-24,Eventos de intención no determinada,2
2013,male,20-24,Suicidio y lesiones autoinfligidas,91
2013,male,20-24,Todas las causas,435
2013,male,20-24,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,male,25-29,Accidentes de tráfico,94
2013,male,25-29,Agresiones (homicidio),13
2013,male,25-29,Envenenamiento accidental por psicofármacos y drogas de abuso,22
2013,male,25-29,Eventos de intención no determinada,4
2013,male,25-29,Suicidio y lesiones autoinfligidas,94
2013,male,25-29,Todas las causas,598
2013,male,25-29,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2013,male,30-34,Accidentes de tráfico,120
2013,male,30-34,Agresiones (homicidio),16
2013,male,30-34,Envenenamiento accidental por psicofármacos y drogas de abuso,43
2013,male,30-34,Eventos de intención no determinada,3
2013,male,30-34,Suicidio y lesiones autoinfligidas,166
2013,male,30-34,Todas las causas,966
2013,male,30-34,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",3
2013,male,35-39,Accidentes de tráfico,116
2013,male,35-39,Agresiones (homicidio),24
2013,male,35-39,Envenenamiento accidental por psicofármacos y drogas de abuso,65
2013,male,35-39,Eventos de intención no determinada,2
2013,male,35-39,Suicidio y lesiones autoinfligidas,229
2013,male,35-39,Todas las causas,1494
2013,male,35-39,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2013,male,40-44,Accidentes de tráfico,131
2013,male,40-44,Agresiones (homicidio),25
2013,male,40-44,Envenenamiento accidental por psicofármacos y drogas de abuso,74
2013,male,40-44,Eventos de intención no determinada,3
2013,male,40-44,Suicidio y lesiones autoinfligidas,285
2013,male,40-44,Todas las causas,2531
2013,male,40-44,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",7
2013,male,45-49,Accidentes de tráfico,118
2013,male,45-49,Agresiones (homicidio),24
2013,male,45-49,Envenenamiento accidental por psicofármacos y drogas de abuso,88
2013,male,45-49,Eventos de intención no determinada,7
2013,male,45-49,Suicidio y lesiones autoinfligidas,319
2013,male,45-49,Todas las causas,4558
2013,male,45-49,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",3
2013,male,5-9,Accidentes de tráfico,9
2013,male,5-9,Agresiones (homicidio),3
2013,male,5-9,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2013,male,5-9,Eventos de intención no determinada,0
2013,male,5-9,Suicidio y lesiones autoinfligidas,0
2013,male,5-9,Todas las causas,117
2013,male,5-9,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,male,50-54,Accidentes de tráfico,99
2013,male,50-54,Agresiones (homicidio),15
2013,male,50-54,Envenenamiento accidental por psicofármacos y drogas de abuso,40
2013,male,50-54,Eventos de intención no determinada,7
2013,male,50-54,Suicidio y lesiones autoinfligidas,340
2013,male,50-54,Todas las causas,6887
2013,male,50-54,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",4
2013,male,55-59,Accidentes de tráfico,83
2013,male,55-59,Agresiones (homicidio),12
2013,male,55-59,Envenenamiento accidental por psicofármacos y drogas de abuso,19
2013,male,55-59,Eventos de intención no determinada,3
2013,male,55-59,Suicidio y lesiones autoinfligidas,237
2013,male,55-59,Todas las causas,9206
2013,male,55-59,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,male,60-64,Accidentes de tráfico,81
2013,male,60-64,Agresiones (homicidio),11
2013,male,60-64,Envenenamiento accidental por psicofármacos y drogas de abuso,6
2013,male,60-64,Eventos de intención no determinada,1
2013,male,60-64,Suicidio y lesiones autoinfligidas,205
2013,male,60-64,Todas las causas,12309
2013,male,60-64,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,male,65-69,Accidentes de tráfico,68
2013,male,65-69,Agresiones (homicidio),11
2013,male,65-69,Envenenamiento accidental por psicofármacos y drogas de abuso,5
2013,male,65-69,Eventos de intención no determinada,0
2013,male,65-69,Suicidio y lesiones autoinfligidas,187
2013,male,65-69,Todas las causas,16305
2013,male,65-69,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,male,70-74,Accidentes de tráfico,76
2013,male,70-74,Agresiones (homicidio),11
2013,male,70-74,Envenenamiento accidental por psicofármacos y drogas de abuso,11
2013,male,70-74,Eventos de intención no determinada,4
2013,male,70-74,Suicidio y lesiones autoinfligidas,182
2013,male,70-74,Todas las causas,18607
2013,male,70-74,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,male,75-79,Accidentes de tráfico,78
2013,male,75-79,Agresiones (homicidio),4
2013,male,75-79,Envenenamiento accidental por psicofármacos y drogas de abuso,14
2013,male,75-79,Eventos de intención no determinada,5
2013,male,75-79,Suicidio y lesiones autoinfligidas,181
2013,male,75-79,Todas las causas,28719
2013,male,75-79,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,male,80-84,Accidentes de tráfico,95
2013,male,80-84,Agresiones (homicidio),6
2013,male,80-84,Envenenamiento accidental por psicofármacos y drogas de abuso,19
2013,male,80-84,Eventos de intención no determinada,5
2013,male,80-84,Suicidio y lesiones autoinfligidas,203
2013,male,80-84,Todas las causas,37516
2013,male,80-84,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,male,85-89,Accidentes de tráfico,57
2013,male,85-89,Agresiones (homicidio),4
2013,male,85-89,Envenenamiento accidental por psicofármacos y drogas de abuso,18
2013,male,85-89,Eventos de intención no determinada,3
2013,male,85-89,Suicidio y lesiones autoinfligidas,106
2013,male,85-89,Todas las causas,34131
