year,sex,age_group,cause,deaths
2013,male,85-89,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,male,90-94,Accidentes de tráfico,12
2013,male,90-94,Agresiones (homicidio),4
2013,male,90-94,Envenenamiento accidental por psicofármacos y drogas de abuso,8
2013,male,90-94,Eventos de intención no determinada,0
2013,male,90-94,Suicidio y lesiones autoinfligidas,35
2013,male,90-94,Todas las causas,18529
2013,male,90-94,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,male,95+,Accidentes de tráfico,0
2013,male,95+,Agresiones (homicidio),0
2013,male,95+,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2013,male,95+,Eventos de intención no determinada,0
2013,male,95+,Suicidio y lesiones autoinfligidas,5
2013,male,95+,Todas las causas,5774
2013,male,95+,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,male,<1,Accidentes de tráfico,1
2013,male,<1,Agresiones (homicidio),3
2013,male,<1,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2013,male,<1,Eventos de intención no determinada,1
2013,male,<1,Suicidio y lesiones autoinfligidas,0
2013,male,<1,Todas las causas,634
2013,male,<1,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2013,male,all,Accidentes de tráfico,1382
2013,male,all,Agresiones (homicidio),206
2013,male,all,Envenenamiento accidental por psicofármacos y drogas de abuso,444
2013,male,all,Eventos de intención no determinada,54
2013,male,all,Suicidio y lesiones autoinfligidas,2911
2013,male,all,Todas las causas,199834
2013,male,all,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",20
2014,all,1-4,Accidentes de tráfico,9
2014,all,1-4,Agresiones (homicidio),3
2014,all,1-4,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2014,all,1-4,Eventos de intención no determinada,0
2014,all,1-4,Suicidio y lesiones autoinfligidas,0
2014,all,1-4,Todas las causas,264
2014,all,1-4,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,all,10-14,Accidentes de tráfico,14
2014,all,10-14,Agresiones (homicidio),1
2014,all,10-14,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2014,all,10-14,Eventos de intención no determinada,0
2014,all,10-14,Suicidio y lesiones autoinfligidas,10
2014,all,10-14,Todas las causas,211
2014,all,10-14,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,all,15-19,Accidentes de tráfico,51
2014,all,15-19,Agresiones (homicidio),10
2014,all,15-19,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2014,all,15-19,Eventos de intención no determinada,0
2014,all,15-19,Suicidio y lesiones autoinfligidas,59
2014,all,15-19,Todas las causas,362
2014,all,15-19,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,all,20-24,Accidentes de tráfico,102
2014,all,20-24,Agresiones (homicidio),14
2014,all,20-24,Envenenamiento accidental por psicofármacos y drogas de abuso,12
2014,all,20-24,Eventos de intención no determinada,2
2014,all,20-24,Suicidio y lesiones autoinfligidas,127
2014,all,20-24,Todas las causas,659
2014,all,20-24,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,all,25-29,Accidentes de tráfico,110
2014,all,25-29,Agresiones (homicidio),27
2014,all,25-29,Envenenamiento accidental por psicofármacos y drogas de abuso,20
2014,all,25-29,Eventos de intención no determinada,0
2014,all,25-29,Suicidio y lesiones autoinfligidas,133
2014,all,25-29,Todas las causas,766
2014,all,25-29,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,all,30-34,Accidentes de tráfico,120
2014,all,30-34,Agresiones (homicidio),24
2014,all,30-34,Envenenamiento accidental por psicofármacos y drogas de abuso,49
2014,all,30-34,Eventos de intención no determinada,3
2014,all,30-34,Suicidio y lesiones autoinfligidas,221
2014,all,30-34,Todas las causas,1347
2014,all,30-34,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",4
2014,all,35-39,Accidentes de tráfico,143
2014,all,35-39,Agresiones (homicidio),31
2014,all,35-39,Envenenamiento accidental por psicofármacos y drogas de abuso,69
2014,all,35-39,Eventos de intención no determinada,7
2014,all,35-39,Suicidio y lesiones autoinfligidas,283
2014,all,35-39,Todas las causas,2101
2014,all,35-39,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2014,all,40-44,Accidentes de tráfico,164
2014,all,40-44,Agresiones (homicidio),42
2014,all,40-44,Envenenamiento accidental por psicofármacos y drogas de abuso,100
2014,all,40-44,Eventos de intención no determinada,2
2014,all,40-44,Suicidio y lesiones autoinfligidas,386
2014,all,40-44,Todas las causas,3842
2014,all,40-44,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",4
2014,all,45-49,Accidentes de tráfico,172
2014,all,45-49,Agresiones (homicidio),22
2014,all,45-49,Envenenamiento accidental por psicofármacos y drogas de abuso,113
2014,all,45-49,Eventos de intención no determinada,2
2014,all,45-49,Suicidio y lesiones autoinfligidas,457
2014,all,45-49,Todas las causas,6732
2014,all,45-49,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",3
2014,all,5-9,Accidentes de tráfico,9
2014,all,5-9,Agresiones (homicidio),4
2014,all,5-9,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2014,all,5-9,Eventos de intención no determinada,0
2014,all,5-9,Suicidio y lesiones autoinfligidas,0
2014,all,5-9,Todas las causas,188
2014,all,5-9,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,all,50-54,Accidentes de tráfico,154
2014,all,50-54,Agresiones (homicidio),26
2014,all,50-54,Envenenamiento accidental por psicofármacos y drogas de abuso,68
2014,all,50-54,Eventos de intención no determinada,5
2014,all,50-54,Suicidio y lesiones autoinfligidas,438
2014,all,50-54,Todas las causas,10081
2014,all,50-54,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",6
2014,all,55-59,Accidentes de tráfico,132
2014,all,55-59,Agresiones (homicidio),22
2014,all,55-59,Envenenamiento accidental por psicofármacos y drogas de abuso,42
2014,all,55-59,Eventos de intención no determinada,4
2014,all,55-59,Suicidio y lesiones autoinfligidas,313
2014,all,55-59,Todas las causas,13625
2014,all,55-59,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",4
2014,all,60-64,Accidentes de tráfico,101
2014,all,60-64,Agresiones (homicidio),14
2014,all,60-64,Envenenamiento accidental por psicofármacos y drogas de abuso,23
2014,all,60-64,Eventos de intención no determinada,6
2014,all,60-64,Suicidio y lesiones autoinfligidas,268
2014,all,60-64,Todas las causas,17320
2014,all,60-64,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,all,65-69,Accidentes de tráfico,110
2014,all,65-69,Agresiones (homicidio),10
2014,all,65-69,Envenenamiento accidental por psicofármacos y drogas de abuso,12
2014,all,65-69,Eventos de intención no determinada,4
2014,all,65-69,Suicidio y lesiones autoinfligidas,256
2014,all,65-69,Todas las causas,23859
2014,all,65-69,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2014,all,70-74,Accidentes de tráfico,102
2014,all,70-74,Agresiones (homicidio),14
2014,all,70-74,Envenenamiento accidental por psicofármacos y drogas de abuso,14
2014,all,70-74,Eventos de intención no determinada,2
2014,all,70-74,Suicidio y lesiones autoinfligidas,215
2014,all,70-74,Todas las causas,29961
2014,all,70-74,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2014,all,75-79,Accidentes de tráfico,122
2014,all,75-79,Agresiones (homicidio),19
2014,all,75-79,Envenenamiento accidental por psicofármacos y drogas de abuso,33
2014,all,75-79,Eventos de intención no determinada,2
2014,all,75-79,Suicidio y lesiones autoinfligidas,246
2014,all,75-79,Todas las causas,45167
2014,all,75-79,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,all,80-84,Accidentes de tráfico,145
2014,all,80-84,Agresiones (homicidio),17
2014,all,80-84,Envenenamiento accidental por psicofármacos y drogas de abuso,62
2014,all,80-84,Eventos de intención no determinada,2
2014,all,80-84,Suicidio y lesiones autoinfligidas,232
2014,all,80-84,Todas las causas,72251
2014,all,80-84,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2014,all,85-89,Accidentes de tráfico,84
2014,all,85-89,Agresiones (homicidio),10
2014,all,85-89,Envenenamiento accidental por psicofármacos y drogas de abuso,57
2014,all,85-89,Eventos de intención no determinada,6
2014,all,85-89,Suicidio y lesiones autoinfligidas,189
2014,all,85-89,Todas las causas,81309
2014,all,85-89,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,all,90-94,Accidentes de tráfico,22
2014,all,90-94,Agresiones (homicidio),4
2014,all,90-94,Envenenamiento accidental por psicofármacos y drogas de abuso,36
2014,all,90-94,Eventos de intención no determinada,1
2014,all,90-94,Suicidio y lesiones autoinfligidas,69
2014,all,90-94,Todas las causas,59790
2014,all,90-94,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,all,95+,Accidentes de tráfico,4
2014,all,95+,Agresiones (homicidio),0
2014,all,95+,Envenenamiento accidental por psicofármacos y drogas de abuso,9
2014,all,95+,Eventos de intención no determinada,0
2014,all,95+,Suicidio y lesiones autoinfligidas,8
2014,all,95+,Todas las causas,24763
2014,all,95+,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,all,<1,Accidentes de tráfico,3
2014,all,<1,Agresiones (homicidio),3
2014,all,<1,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2014,all,<1,Eventos de intención no determinada,1
2014,all,<1,Suicidio y lesiones autoinfligidas,0
2014,all,<1,Todas las causas,1232
2014,all,<1,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,all,all,Accidentes de tráfico,1873
2014,all,all,Agresiones (homicidio),317
2014,all,all,Envenenamiento accidental por psicofármacos y drogas de abuso,722
2014,all,all,Eventos de intención no determinada,49
2014,all,all,Suicidio y lesiones autoinfligidas,3910
2014,all,all,Todas las causas,395830
2014,all,all,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",26
2014,female,1-4,Accidentes de tráfico,1
2014,female,1-4,Agresiones (homicidio),0
2014,female,1-4,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2014,female,1-4,Eventos de intención no determinada,0
2014,female,1-4,Suicidio y lesiones autoinfligidas,0
2014,female,1-4,Todas las causas,118
2014,female,1-4,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,female,10-14,Accidentes de tráfico,6
2014,female,10-14,Agresiones (homicidio),0
2014,female,10-14,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2014,female,10-14,Eventos de intención no determinada,0
2014,female,10-14,Suicidio y lesiones autoinfligidas,6
2014,female,10-14,Todas las causas,97
2014,female,10-14,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,female,15-19,Accidentes de tráfico,15
2014,female,15-19,Agresiones (homicidio),4
2014,female,15-19,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2014,female,15-19,Eventos de intención no determinada,0
2014,female,15-19,Suicidio y lesiones autoinfligidas,21
2014,female,15-19,Todas las causas,124
2014,female,15-19,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,female,20-24,Accidentes de tráfico,19
2014,female,20-24,Agresiones (homicidio),3
2014,female,20-24,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2014,female,20-24,Eventos de intención no determinada,0
2014,female,20-24,Suicidio y lesiones autoinfligidas,29
2014,female,20-24,Todas las causas,189
2014,female,20-24,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,female,25-29,Accidentes de tráfico,16
2014,female,25-29,Agresiones (homicidio),9
2014,female,25-29,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2014,female,25-29,Eventos de intención no determinada,0
2014,female,25-29,Suicidio y lesiones autoinfligidas,30
2014,female,25-29,Todas las causas,233
2014,female,25-29,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,female,30-34,Accidentes de tráfico,16
2014,female,30-34,Agresiones (homicidio),4
2014,female,30-34,Envenenamiento accidental por psicofármacos y drogas de abuso,10
2014,female,30-34,Eventos de intención no determinada,1
2014,female,30-34,Suicidio y lesiones autoinfligidas,56
2014,female,30-34,Todas las causas,431
2014,female,30-34,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,female,35-39,Accidentes de tráfico,24
2014,female,35-39,Agresiones (homicidio),16
2014,female,35-39,Envenenamiento accidental por psicofármacos y drogas de abuso,7
2014,female,35-39,Eventos de intención no determinada,1
2014,female,35-39,Suicidio y lesiones autoinfligidas,73
2014,female,35-39,Todas las causas,772
2014,female,35-39,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,female,40-44,Accidentes de tráfico,29
2014,female,40-44,Agresiones (homicidio),13
2014,female,40-44,Envenenamiento accidental por psicofármacos y drogas de abuso,19
2014,female,40-44,Eventos de intención no determinada,1
2014,female,40-44,Suicidio y lesiones autoinfligidas,93
2014,female,40-44,Todas las causas,1374
2014,female,40-44,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2014,female,45-49,Accidentes de tráfico,33
2014,female,45-49,Agresiones (homicidio),10
2014,female,45-49,Envenenamiento accidental por psicofármacos y drogas de abuso,21
2014,female,45-49,Eventos de intención no determinada,0
2014,female,45-49,Suicidio y lesiones autoinfligidas,120
2014,female,45-49,Todas las causas,2265
2014,female,45-49,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,female,5-9,Accidentes de tráfico,6
2014,female,5-9,Agresiones (homicidio),4
2014,female,5-9,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2014,female,5-9,Eventos de intención no determinada,0
2014,female,5-9,Suicidio y lesiones autoinfligidas,0
2014,female,5-9,Todas las causas,79
2014,female,5-9,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2014,female,50-54,Accidentes de tráfico,35
2014,female,50-54,Agresiones (homicidio),5
2014,female,50-54,Envenenamiento accidental por psicofármacos y drogas de abuso,12
2014,female,50-54,Eventos de intención no determinada,0
2014,female,50-54,Suicidio y lesiones autoinfligidas,94
2014,female,50-54,Todas las causas,3282
2014,female,50-54,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
