year,sex,age_group,nationality,population_july1
2012,male,70-74,foreign,43634
2012,male,70-74,spanish,742414
2012,male,70-74,total,786048
2012,male,75-79,foreign,25104
2012,male,75-79,spanish,726462
2012,male,75-79,total,751566
2012,male,80+,foreign,20394
2012,male,80+,spanish,881652
2012,male,80+,total,902046
2012,male,all,foreign,2655308
2012,male,all,spanish,20393622
2012,male,all,total,23048930
2013,all,0-4,foreign,274156
2013,all,0-4,spanish,2087893
2013,all,0-4,total,2362049
2013,all,10-14,foreign,213432
2013,all,10-14,spanish,2029366
2013,all,10-14,total,2242798
2013,all,15-19,foreign,240557
2013,all,15-19,spanish,1911053
2013,all,15-19,total,2151610
2013,all,20-24,foreign,328811
2013,all,20-24,spanish,2078959
2013,all,20-24,total,2407770
2013,all,25-29,foreign,519244
2013,all,25-29,spanish,2307948
2013,all,25-29,total,2827192
2013,all,30-34,foreign,672004
2013,all,30-34,spanish,2904271
2013,all,30-34,total,3576275
2013,all,35-39,foreign,636195
2013,all,35-39,spanish,3421891
2013,all,35-39,total,4058086
2013,all,40-44,foreign,503988
2013,all,40-44,spanish,3352374
2013,all,40-44,total,3856362
2013,all,45-49,foreign,371483
2013,all,45-49,spanish,3306090
2013,all,45-49,total,3677573
2013,all,5-9,foreign,213947
2013,all,5-9,spanish,2240622
2013,all,5-9,total,2454569
2013,all,50-54,foreign,264997
2013,all,50-54,spanish,3041607
2013,all,50-54,total,3306604
2013,all,55-59,foreign,185808
2013,all,55-59,spanish,2647701
2013,all,55-59,total,2833509
2013,all,60-64,foreign,137863
2013,all,60-64,spanish,2355876
2013,all,60-64,total,2493739
2013,all,65-69,foreign,117481
2013,all,65-69,spanish,2176959
2013,all,65-69,total,2294440
2013,all,70-74,foreign,86599
2013,all,70-74,spanish,1671977
2013,all,70-74,total,1758576
2013,all,75-79,foreign,51233
2013,all,75-79,spanish,1633874
2013,all,75-79,total,1685107
2013,all,80+,foreign,44892
2013,all,80+,spanish,2549973
2013,all,80+,total,2594865
2013,all,all,foreign,4862690
2013,all,all,spanish,41718434
2013,all,all,total,46581124
2013,female,0-4,foreign,131655
2013,female,0-4,spanish,1012088
2013,female,0-4,total,1143743
2013,female,10-14,foreign,102918
2013,female,10-14,spanish,986818
2013,female,10-14,total,1089736
2013,female,15-19,foreign,114236
2013,female,15-19,spanish,929678
2013,female,15-19,total,1043914
2013,female,20-24,foreign,170726
2013,female,20-24,spanish,1012164
2013,female,20-24,total,1182890
2013,female,25-29,foreign,279872
2013,female,25-29,spanish,1128380
2013,female,25-29,total,1408252
2013,female,30-34,foreign,333988
2013,female,30-34,spanish,1428429
2013,female,30-34,total,1762417
2013,female,35-39,foreign,290366
2013,female,35-39,spanish,1686753
2013,female,35-39,total,1977119
2013,female,40-44,foreign,226885
2013,female,40-44,spanish,1660377
2013,female,40-44,total,1887262
2013,female,45-49,foreign,171787
2013,female,45-49,spanish,1651921
2013,female,45-49,total,1823708
2013,female,5-9,foreign,102645
2013,female,5-9,spanish,1087781
2013,female,5-9,total,1190426
2013,female,50-54,foreign,127533
2013,female,50-54,spanish,1532067
2013,female,50-54,total,1659600
2013,female,55-59,foreign,93190
2013,female,55-59,spanish,1345979
2013,female,55-59,total,1439169
2013,female,60-64,foreign,71995
2013,female,60-64,spanish,1210082
2013,female,60-64,total,1282077
2013,female,65-69,foreign,60168
2013,female,65-69,spanish,1143843
2013,female,65-69,total,1204011
2013,female,70-74,foreign,42051
2013,female,70-74,spanish,905240
2013,female,70-74,total,947291
2013,female,75-79,foreign,24254
2013,female,75-79,spanish,931263
2013,female,75-79,total,955517
2013,female,80+,foreign,23278
2013,female,80+,spanish,1628466
2013,female,80+,total,1651744
2013,female,all,foreign,2367547
2013,female,all,spanish,21281329
2013,female,all,total,23648876
2013,male,0-4,foreign,142501
2013,male,0-4,spanish,1075805
2013,male,0-4,total,1218306
2013,male,10-14,foreign,110514
2013,male,10-14,spanish,1042548
2013,male,10-14,total,1153062
2013,male,15-19,foreign,126321
2013,male,15-19,spanish,981375
2013,male,15-19,total,1107696
2013,male,20-24,foreign,158085
2013,male,20-24,spanish,1066795
2013,male,20-24,total,1224880
2013,male,25-29,foreign,239372
2013,male,25-29,spanish,1179568
2013,male,25-29,total,1418940
2013,male,30-34,foreign,338016
2013,male,30-34,spanish,1475842
2013,male,30-34,total,1813858
2013,male,35-39,foreign,345829
2013,male,35-39,spanish,1735138
2013,male,35-39,total,2080967
2013,male,40-44,foreign,277103
2013,male,40-44,spanish,1691997
2013,male,40-44,total,1969100
2013,male,45-49,foreign,199696
2013,male,45-49,spanish,1654169
2013,male,45-49,total,1853865
2013,male,5-9,foreign,111302
2013,male,5-9,spanish,1152841
2013,male,5-9,total,1264143
2013,male,50-54,foreign,137464
2013,male,50-54,spanish,1509540
2013,male,50-54,total,1647004
2013,male,55-59,foreign,92618
2013,male,55-59,spanish,1301722
2013,male,55-59,total,1394340
2013,male,60-64,foreign,65868
2013,male,60-64,spanish,1145794
2013,male,60-64,total,1211662
2013,male,65-69,foreign,57313
2013,male,65-69,spanish,1033116
2013,male,65-69,total,1090429
2013,male,70-74,foreign,44548
2013,male,70-74,spanish,766737
2013,male,70-74,total,811285
2013,male,75-79,foreign,26979
2013,male,75-79,spanish,702611
2013,male,75-79,total,729590
2013,male,80+,foreign,21614
2013,male,80+,spanish,921507
2013,male,80+,total,943121
2013,male,all,foreign,2495143
2013,male,all,spanish,20437105
2013,male,all,total,22932248
2014,all,0-4,foreign,253072
2014,all,0-4,spanish,2023608
2014,all,0-4,total,2276680
2014,all,10-14,foreign,192919
2014,all,10-14,spanish,2088160
2014,all,10-14,total,2281079
2014,all,15-19,foreign,218542
2014,all,15-19,spanish,1925160
2014,all,15-19,total,2143702
2014,all,20-24,foreign,291784
2014,all,20-24,spanish,2054553
2014,all,20-24,total,2346337
2014,all,25-29,foreign,451358
2014,all,25-29,spanish,2250361
2014,all,25-29,total,2701719
2014,all,30-34,foreign,590500
2014,all,30-34,spanish,2783807
2014,all,30-34,total,3374307
2014,all,35-39,foreign,593325
2014,all,35-39,spanish,3404451
2014,all,35-39,total,3997776
2014,all,40-44,foreign,474931
2014,all,40-44,spanish,3399908
2014,all,40-44,total,3874839
2014,all,45-49,foreign,361609
2014,all,45-49,spanish,3326050
2014,all,45-49,total,3687659
2014,all,5-9,foreign,208823
2014,all,5-9,spanish,2265407
2014,all,5-9,total,2474230
2014,all,50-54,foreign,258508
2014,all,50-54,spanish,3109104
2014,all,50-54,total,3367612
2014,all,55-59,foreign,184397
2014,all,55-59,spanish,2739343
2014,all,55-59,total,2923740
2014,all,60-64,foreign,135470
2014,all,60-64,spanish,2360119
2014,all,60-64,total,2495589
2014,all,65-69,foreign,117067
2014,all,65-69,spanish,2219813
2014,all,65-69,total,2336880
2014,all,70-74,foreign,87945
2014,all,70-74,spanish,1786837
2014,all,70-74,total,1874782
2014,all,75-79,foreign,54219
2014,all,75-79,spanish,1542797
2014,all,75-79,total,1597016
2014,all,80+,foreign,46913
2014,all,80+,spanish,2632190
2014,all,80+,total,2679103
2014,all,all,foreign,4521382
2014,all,all,spanish,41911668
2014,all,all,total,46433050
2014,female,0-4,foreign,121874
2014,female,0-4,spanish,981170
2014,female,0-4,total,1103044
2014,female,10-14,foreign,92713
2014,female,10-14,spanish,1015947
2014,female,10-14,total,1108660
2014,female,15-19,foreign,103853
2014,female,15-19,spanish,936343
2014,female,15-19,total,1040196
2014,female,20-24,foreign,150801
2014,female,20-24,spanish,1000137
2014,female,20-24,total,1150938
2014,female,25-29,foreign,245884
2014,female,25-29,spanish,1101146
2014,female,25-29,total,1347030
2014,female,30-34,foreign,298870
2014,female,30-34,spanish,1372054
2014,female,30-34,total,1670924
2014,female,35-39,foreign,273969
2014,female,35-39,spanish,1680430
2014,female,35-39,total,1954399
2014,female,40-44,foreign,213748
2014,female,40-44,spanish,1683835
2014,female,40-44,total,1897583
2014,female,45-49,foreign,166380
2014,female,45-49,spanish,1662104
2014,female,45-49,total,1828484
2014,female,5-9,foreign,100242
2014,female,5-9,spanish,1098888
2014,female,5-9,total,1199130
2014,female,50-54,foreign,123627
2014,female,50-54,spanish,1566456
2014,female,50-54,total,1690083
2014,female,55-59,foreign,91680
2014,female,55-59,spanish,1393021
2014,female,55-59,total,1484701
2014,female,60-64,foreign,70149
2014,female,60-64,spanish,1212338
2014,female,60-64,total,1282487
2014,female,65-69,foreign,60106
2014,female,65-69,spanish,1166101
2014,female,65-69,total,1226207
2014,female,70-74,foreign,42967
2014,female,70-74,spanish,964948
2014,female,70-74,total,1007915
2014,female,75-79,foreign,25742
2014,female,75-79,spanish,879403
2014,female,75-79,total,905145
2014,female,80+,foreign,24230
2014,female,80+,spanish,1676317
2014,female,80+,total,1700547
2014,female,all,foreign,2206835
2014,female,all,spanish,21390638
2014,female,all,total,23597473
2014,male,0-4,foreign,131198
2014,male,0-4,spanish,1042438
2014,male,0-4,total,1173636
2014,male,10-14,foreign,100206
2014,male,10-14,spanish,1072213
2014,male,10-14,total,1172419
2014,male,15-19,foreign,114689
2014,male,15-19,spanish,988817
2014,male,15-19,total,1103506
2014,male,20-24,foreign,140983
2014,male,20-24,spanish,1054416
2014,male,20-24,total,1195399
2014,male,25-29,foreign,205474
2014,male,25-29,spanish,1149215
2014,male,25-29,total,1354689
2014,male,30-34,foreign,291630
2014,male,30-34,spanish,1411753
2014,male,30-34,total,1703383
2014,male,35-39,foreign,319356
2014,male,35-39,spanish,1724021
2014,male,35-39,total,2043377
2014,male,40-44,foreign,261183
2014,male,40-44,spanish,1716073
2014,male,40-44,total,1977256
2014,male,45-49,foreign,195229
2014,male,45-49,spanish,1663946
2014,male,45-49,total,1859175
2014,male,5-9,foreign,108581
2014,male,5-9,spanish,1166519
2014,male,5-9,total,1275100
2014,male,50-54,foreign,134881
2014,male,50-54,spanish,1542648
2014,male,50-54,total,1677529
2014,male,55-59,foreign,92717
2014,male,55-59,spanish,1346322
2014,male,55-59,total,1439039
2014,male,60-64,foreign,65321
2014,male,60-64,spanish,1147781
2014,male,60-64,total,1213102
2014,male,65-69,foreign,56961
2014,male,65-69,spanish,1053712
2014,male,65-69,total,1110673
2014,male,70-74,foreign,44978
2014,male,70-74,spanish,821889
2014,male,70-74,total,866867
2014,male,75-79,foreign,28477
2014,male,75-79,spanish,663394
2014,male,75-79,total,691871
2014,male,80+,foreign,22683
2014,male,80+,spanish,955873
2014,male,80+,total,978556
2014,male,all,foreign,2314547
2014,male,all,spanish,20521030
2014,male,all,total,22835577
2015,all,0-4,foreign,241765
2015,all,0-4,spanish,1973056
2015,all,0-4,total,2214821
2015,all,10-14,foreign,181182
2015,all,10-14,spanish,2135514
2015,all,10-14,total,2316696
2015,all,15-19,foreign,206501
2015,all,15-19,spanish,1956922
2015,all,15-19,total,2163423
2015,all,20-24,foreign,277667
2015,all,20-24,spanish,2022641
2015,all,20-24,total,2300308
2015,all,25-29,foreign,418569
2015,all,25-29,spanish,2193029
2015,all,25-29,total,2611598
2015,all,30-34,foreign,550466
2015,all,30-34,spanish,2651343
2015,all,30-34,total,3201809
2015,all,35-39,foreign,580937
2015,all,35-39,spanish,3329860
2015,all,35-39,total,3910797
2015,all,40-44,foreign,474263
2015,all,40-44,spanish,3435714
2015,all,40-44,total,3909977
2015,all,45-49,foreign,369588
2015,all,45-49,spanish,3329822
2015,all,45-49,total,3699410
2015,all,5-9,foreign,208991
2015,all,5-9,spanish,2263313
2015,all,5-9,total,2472304
2015,all,50-54,foreign,261975
2015,all,50-54,spanish,3168442
2015,all,50-54,total,3430417
2015,all,55-59,foreign,189919
2015,all,55-59,spanish,2830613
2015,all,55-59,total,3020532
2015,all,60-64,foreign,137634
2015,all,60-64,spanish,2394801
2015,all,60-64,total,2532435
2015,all,65-69,foreign,118137
2015,all,65-69,spanish,2226949
2015,all,65-69,total,2345086
2015,all,70-74,foreign,89377
2015,all,70-74,spanish,1865744
2015,all,70-74,total,1955121
2015,all,75-79,foreign,57665
2015,all,75-79,spanish,1503077
2015,all,75-79,total,1560742
2015,all,80+,foreign,49731
2015,all,80+,spanish,2689172
2015,all,80+,total,2738903
2015,all,all,foreign,4414367
2015,all,all,spanish,41970012
2015,all,all,total,46384379
2015,female,0-4,foreign,116430
2015,female,0-4,spanish,956933
2015,female,0-4,total,1073363
2015,female,10-14,foreign,87061
2015,female,10-14,spanish,1039404
2015,female,10-14,total,1126465
2015,female,15-19,foreign,98268
2015,female,15-19,spanish,951676
2015,female,15-19,total,1049944
2015,female,20-24,foreign,142405
2015,female,20-24,spanish,984149
2015,female,20-24,total,1126554
2015,female,25-29,foreign,229089
2015,female,25-29,spanish,1072722
2015,female,25-29,total,1301811
2015,female,30-34,foreign,284227
2015,female,30-34,spanish,1306882
2015,female,30-34,total,1591109
2015,female,35-39,foreign,272718
2015,female,35-39,spanish,1645610
2015,female,35-39,total,1918328
2015,female,40-44,foreign,214627
2015,female,40-44,spanish,1700877
2015,female,40-44,total,1915504
2015,female,45-49,foreign,169836
2015,female,45-49,spanish,1662502
2015,female,45-49,total,1832338
2015,female,5-9,foreign,100165
2015,female,5-9,spanish,1097398
2015,female,5-9,total,1197563
2015,female,50-54,foreign,125039
2015,female,50-54,spanish,1596253
2015,female,50-54,total,1721292
2015,female,55-59,foreign,94231
2015,female,55-59,spanish,1439318
2015,female,55-59,total,1533549
2015,female,60-64,foreign,70845
2015,female,60-64,spanish,1230723
2015,female,60-64,total,1301568
2015,female,65-69,foreign,61276
2015,female,65-69,spanish,1169222
2015,female,65-69,total,1230498
2015,female,70-74,foreign,44280
2015,female,70-74,spanish,1006130
2015,female,70-74,total,1050410
2015,female,75-79,foreign,27624
2015,female,75-79,spanish,855180
2015,female,75-79,total,882804
2015,female,80+,foreign,25625
2015,female,80+,spanish,1708220
2015,female,80+,total,1733845
2015,female,all,foreign,2163746
2015,female,all,spanish,21423199
2015,female,all,total,23586945
2015,male,0-4,foreign,125335
2015,male,0-4,spanish,1016123
2015,male,0-4,total,1141458
2015,male,10-14,foreign,94121
2015,male,10-14,spanish,1096110
2015,male,10-14,total,1190231
2015,male,15-19,foreign,108233
2015,male,15-19,spanish,1005246
2015,male,15-19,total,1113479
2015,male,20-24,foreign,135262
2015,male,20-24,spanish,1038492
2015,male,20-24,total,1173754
2015,male,25-29,foreign,189480
2015,male,25-29,spanish,1120307
2015,male,25-29,total,1309787
2015,male,30-34,foreign,266239
2015,male,30-34,spanish,1344461
2015,male,30-34,total,1610700
2015,male,35-39,foreign,308219
2015,male,35-39,spanish,1684250
2015,male,35-39,total,1992469
2015,male,40-44,foreign,259636
2015,male,40-44,spanish,1734837
2015,male,40-44,total,1994473
2015,male,45-49,foreign,199752
2015,male,45-49,spanish,1667320
2015,male,45-49,total,1867072
2015,male,5-9,foreign,108826
2015,male,5-9,spanish,1165915
2015,male,5-9,total,1274741
2015,male,50-54,foreign,136936
2015,male,50-54,spanish,1572189
2015,male,50-54,total,1709125
2015,male,55-59,foreign,95688
2015,male,55-59,spanish,1391295
2015,male,55-59,total,1486983
2015,male,60-64,foreign,66789
2015,male,60-64,spanish,1164078
2015,male,60-64,total,1230867
2015,male,65-69,foreign,56861
2015,male,65-69,spanish,1057727
2015,male,65-69,total,1114588
2015,male,70-74,foreign,45097
2015,male,70-74,spanish,859614
2015,male,70-74,total,904711
2015,male,75-79,foreign,30041
2015,male,75-79,spanish,647897
2015,male,75-79,total,677938
2015,male,80+,foreign,24106
2015,male,80+,spanish,980952
2015,male,80+,total,1005058
2015,male,all,foreign,2250621
2015,male,all,spanish,20546813
2015,male,all,total,22797434
2016,all,0-4,foreign,238499
2016,all,0-4,spanish,1920877
2016,all,0-4,total,2159376
2016,all,10-14,foreign,177608
2016,all,10-14,spanish,2179673
2016,all,10-14,total,2357281
2016,all,15-19,foreign,199375
2016,all,15-19,spanish,1995762
2016,all,15-19,total,2195137
2016,all,20-24,foreign,270824
2016,all,20-24,spanish,1998198
2016,all,20-24,total,2269022
2016,all,25-29,foreign,399693
2016,all,25-29,spanish,2151328
2016,all,25-29,total,2551021
2016,all,30-34,foreign,523340
2016,all,30-34,spanish,2528578
2016,all,30-34,total,3051918
2016,all,35-39,foreign,572582
2016,all,35-39,spanish,3227713
2016,all,35-39,total,3800295
2016,all,40-44,foreign,480425
2016,all,40-44,spanish,3468514
2016,all,40-44,total,3948939
2016,all,45-49,foreign,379759
2016,all,45-49,spanish,3346300
2016,all,45-49,total,3726059
2016,all,5-9,foreign,209742
2016,all,5-9,spanish,2247714
2016,all,5-9,total,2457456
2016,all,50-54,foreign,269003
2016,all,50-54,spanish,3219078
2016,all,50-54,total,3488081
2016,all,55-59,foreign,197292
2016,all,55-59,spanish,2909412
2016,all,55-59,total,3106704
2016,all,60-64,foreign,142802
2016,all,60-64,spanish,2453090
2016,all,60-64,total,2595892
2016,all,65-69,foreign,119741
2016,all,65-69,spanish,2230912
2016,all,65-69,total,2350653
2016,all,70-74,foreign,90993
2016,all,70-74,spanish,1916526
2016,all,70-74,total,2007519
2016,all,75-79,foreign,60667
2016,all,75-79,spanish,1489371
2016,all,75-79,total,1550038
2016,all,80+,foreign,53468
2016,all,80+,spanish,2758241
2016,all,80+,total,2811709
2016,all,all,foreign,4385813
2016,all,all,spanish,42041287
2016,all,all,total,46427100
2016,female,0-4,foreign,114986
2016,female,0-4,spanish,931962
2016,female,0-4,total,1046948
2016,female,10-14,foreign,85065
2016,female,10-14,spanish,1061265
2016,female,10-14,total,1146330
2016,female,15-19,foreign,94883
2016,female,15-19,spanish,970246
2016,female,15-19,total,1065129
2016,female,20-24,foreign,137652
2016,female,20-24,spanish,972356
2016,female,20-24,total,1110008
2016,female,25-29,foreign,217981
2016,female,25-29,spanish,1051470
2016,female,25-29,total,1269451
2016,female,30-34,foreign,274869
2016,female,30-34,spanish,1246906
2016,female,30-34,total,1521775
2016,female,35-39,foreign,273032
2016,female,35-39,spanish,1597257
2016,female,35-39,total,1870289
2016,female,40-44,foreign,218653
2016,female,40-44,spanish,1717504
2016,female,40-44,total,1936157
2016,female,45-49,foreign,174782
2016,female,45-49,spanish,1669056
2016,female,45-49,total,1843838
2016,female,5-9,foreign,100550
2016,female,5-9,spanish,1089468
2016,female,5-9,total,1190018
2016,female,50-54,foreign,128241
2016,female,50-54,spanish,1621227
2016,female,50-54,total,1749468
2016,female,55-59,foreign,97811
2016,female,55-59,spanish,1479784
2016,female,55-59,total,1577595
2016,female,60-64,foreign,73311
2016,female,60-64,spanish,1261444
2016,female,60-64,total,1334755
2016,female,65-69,foreign,62422
2016,female,65-69,spanish,1170034
2016,female,65-69,total,1232456
2016,female,70-74,foreign,45607
2016,female,70-74,spanish,1033468
2016,female,70-74,total,1079075
2016,female,75-79,foreign,29479
2016,female,75-79,spanish,843192
2016,female,75-79,total,872671
2016,female,80+,foreign,27649
2016,female,80+,spanish,1748836
2016,female,80+,total,1776485
2016,female,all,foreign,2156973
2016,female,all,spanish,21465475
2016,female,all,total,23622448
2016,male,0-4,foreign,123513
2016,male,0-4,spanish,988915
2016,male,0-4,total,1112428
2016,male,10-14,foreign,92543
2016,male,10-14,spanish,1118408
2016,male,10-14,total,1210951
2016,male,15-19,foreign,104492
2016,male,15-19,spanish,1025516
2016,male,15-19,total,1130008
2016,male,20-24,foreign,133172
2016,male,20-24,spanish,1025842
2016,male,20-24,total,1159014
2016,male,25-29,foreign,181712
2016,male,25-29,spanish,1099858
2016,male,25-29,total,1281570
2016,male,30-34,foreign,248471
2016,male,30-34,spanish,1281672
2016,male,30-34,total,1530143
2016,male,35-39,foreign,299550
2016,male,35-39,spanish,1630456
2016,male,35-39,total,1930006
2016,male,40-44,foreign,261772
2016,male,40-44,spanish,1751010
2016,male,40-44,total,2012782
2016,male,45-49,foreign,204977
2016,male,45-49,spanish,1677244
2016,male,45-49,total,1882221
2016,male,5-9,foreign,109192
2016,male,5-9,spanish,1158246
2016,male,5-9,total,1267438
2016,male,50-54,foreign,140762
2016,male,50-54,spanish,1597851
2016,male,50-54,total,1738613
2016,male,55-59,foreign,99481
2016,male,55-59,spanish,1429628
2016,male,55-59,total,1529109
2016,male,60-64,foreign,69491
2016,male,60-64,spanish,1191646
2016,male,60-64,total,1261137
2016,male,65-69,foreign,57319
2016,male,65-69,spanish,1060878
2016,male,65-69,total,1118197
2016,male,70-74,foreign,45386
2016,male,70-74,spanish,883058
2016,male,70-74,total,928444
2016,male,75-79,foreign,31188
2016,male,75-79,spanish,646179
2016,male,75-79,total,677367
2016,male,80+,foreign,25819
2016,male,80+,spanish,1009405
2016,male,80+,total,1035224
2016,male,all,foreign,2228840
2016,male,all,spanish,20575812
2016,male,all,total,22804652
2017,all,0-4,foreign,243062
2017,all,0-4,spanish,1865848
2017,all,0-4,total,2108910
2017,all,10-14,foreign,179279
2017,all,10-14,spanish,2225887
2017,all,10-14,total,2405166
2017,all,15-19,foreign,197635
2017,all,15-19,spanish,2031996
2017,all,15-19,total,2229631
2017,all,20-24,foreign,277504
2017,all,20-24,spanish,1977206
2017,all,20-24,total,2254710
2017,all,25-29,foreign,397888
2017,all,25-29,spanish,2123132
2017,all,25-29,total,2521020
2017,all,30-34,foreign,512651
2017,all,30-34,spanish,2417468
2017,all,30-34,total,2930119
2017,all,35-39,foreign,571271
2017,all,35-39,spanish,3099065
2017,all,35-39,total,3670336
2017,all,40-44,foreign,495253
2017,all,40-44,spanish,3480533
2017,all,40-44,total,3975786
2017,all,45-49,foreign,391962
2017,all,45-49,spanish,3361793
2017,all,45-49,total,3753755
2017,all,5-9,foreign,215639
2017,all,5-9,spanish,2213078
2017,all,5-9,total,2428717
2017,all,50-54,foreign,281892
2017,all,50-54,spanish,3271274
2017,all,50-54,total,3553166
2017,all,55-59,foreign,205794
2017,all,55-59,spanish,2965913
2017,all,55-59,total,3171707
2017,all,60-64,foreign,149681
2017,all,60-64,spanish,2517392
2017,all,60-64,total,2667073
2017,all,65-69,foreign,120527
2017,all,65-69,spanish,2258257
2017,all,65-69,total,2378784
2017,all,70-74,foreign,93551
2017,all,70-74,spanish,1988004
2017,all,70-74,total,2081555
2017,all,75-79,foreign,62097
2017,all,75-79,spanish,1464077
2017,all,75-79,total,1526174
2017,all,80+,foreign,55112
2017,all,80+,spanish,2798740
2017,all,80+,total,2853852
2017,all,all,foreign,4450798
2017,all,all,spanish,42059663
2017,all,all,total,46510461
2017,female,0-4,foreign,117428
2017,female,0-4,spanish,905806
2017,female,0-4,total,1023234
2017,female,10-14,foreign,85796
2017,female,10-14,spanish,1083134
2017,female,10-14,total,1168930
2017,female,15-19,foreign,93947
2017,female,15-19,spanish,987754
2017,female,15-19,total,1081701
2017,female,20-24,foreign,140686
2017,female,20-24,spanish,962431
2017,female,20-24,total,1103117
2017,female,25-29,foreign,215088
2017,female,25-29,spanish,1036462
2017,female,25-29,total,1251550
2017,female,30-34,foreign,273268
2017,female,30-34,spanish,1191549
2017,female,30-34,total,1464817
2017,female,35-39,foreign,278183
2017,female,35-39,spanish,1535062
2017,female,35-39,total,1813245
2017,female,40-44,foreign,227701
2017,female,40-44,spanish,1723889
2017,female,40-44,total,1951590
2017,female,45-49,foreign,181723
2017,female,45-49,spanish,1674969
2017,female,45-49,total,1856692
2017,female,5-9,foreign,103722
2017,female,5-9,spanish,1072588
2017,female,5-9,total,1176310
2017,female,50-54,foreign,134834
2017,female,50-54,spanish,1646415
2017,female,50-54,total,1781249
2017,female,55-59,foreign,102545
2017,female,55-59,spanish,1508357
2017,female,55-59,total,1610902
2017,female,60-64,foreign,77255
2017,female,60-64,spanish,1295491
2017,female,60-64,total,1372746
2017,female,65-69,foreign,63098
2017,female,65-69,spanish,1182846
2017,female,65-69,total,1245944
2017,female,70-74,foreign,47584
2017,female,70-74,spanish,1072453
2017,female,70-74,total,1120037
2017,female,75-79,foreign,30670
2017,female,75-79,spanish,824740
2017,female,75-79,total,855410
2017,female,80+,foreign,28659
2017,female,80+,spanish,1772634
2017,female,80+,total,1801293
2017,female,all,foreign,2202187
2017,female,all,spanish,21476580
2017,female,all,total,23678767
2017,male,0-4,foreign,125634
2017,male,0-4,spanish,960042
2017,male,0-4,total,1085676
2017,male,10-14,foreign,93483
2017,male,10-14,spanish,1142753
2017,male,10-14,total,1236236
2017,male,15-19,foreign,103688
2017,male,15-19,spanish,1044242
2017,male,15-19,total,1147930
2017,male,20-24,foreign,136818
2017,male,20-24,spanish,1014775
2017,male,20-24,total,1151593
2017,male,25-29,foreign,182800
2017,male,25-29,spanish,1086670
2017,male,25-29,total,1269470
2017,male,30-34,foreign,239383
2017,male,30-34,spanish,1225919
2017,male,30-34,total,1465302
2017,male,35-39,foreign,293088
2017,male,35-39,spanish,1564003
2017,male,35-39,total,1857091
2017,male,40-44,foreign,267552
2017,male,40-44,spanish,1756644
2017,male,40-44,total,2024196
2017,male,45-49,foreign,210239
2017,male,45-49,spanish,1686824
2017,male,45-49,total,1897063
2017,male,5-9,foreign,111917
2017,male,5-9,spanish,1140490
2017,male,5-9,total,1252407
2017,male,50-54,foreign,147058
2017,male,50-54,spanish,1624859
2017,male,50-54,total,1771917
2017,male,55-59,foreign,103249
2017,male,55-59,spanish,1457556
2017,male,55-59,total,1560805
2017,male,60-64,foreign,72426
2017,male,60-64,spanish,1221901
2017,male,60-64,total,1294327
2017,male,65-69,foreign,57429
2017,male,65-69,spanish,1075411
2017,male,65-69,total,1132840
2017,male,70-74,foreign,45967
2017,male,70-74,spanish,915551
2017,male,70-74,total,961518
2017,male,75-79,foreign,31427
2017,male,75-79,spanish,639337
2017,male,75-79,total,670764
2017,male,80+,foreign,26453
2017,male,80+,spanish,1026106
2017,male,80+,total,1052559
2017,male,all,foreign,2248611
2017,male,all,spanish,20583083
2017,male,all,total,22831694
2018,all,0-4,foreign,255436
2018,all,0-4,spanish,1810947
2018,all,0-4,total,2066383
2018,all,10-14,foreign,190562
2018,all,10-14,spanish,2266931
2018,all,10-14,total,2457493
2018,all,15-19,foreign,205941
2018,all,15-19,spanish,2075101
2018,all,15-19,total,2281042
2018,all,20-24,foreign,301325
2018,all,20-24,spanish,1963689
2018,all,20-24,total,2265014
2018,all,25-29,foreign,423108
2018,all,25-29,spanish,2100585
2018,all,25-29,total,2523693
2018,all,30-34,foreign,527097
2018,all,30-34,spanish,2327276
2018,all,30-34,total,2854373
2018,all,35-39,foreign,583602
2018,all,35-39,spanish,2954724
2018,all,35-39,total,3538326
2018,all,40-44,foreign,522671
2018,all,40-44,spanish,3471147
2018,all,40-44,total,3993818
2018,all,45-49,foreign,409783
2018,all,45-49,spanish,3381047
2018,all,45-49,total,3790830
2018,all,5-9,foreign,230096
2018,all,5-9,spanish,2147789
2018,all,5-9,total,2377885
2018,all,50-54,foreign,303190
2018,all,50-54,spanish,3307977
2018,all,50-54,total,3611167
2018,all,55-59,foreign,219407
2018,all,55-59,spanish,3012278
2018,all,55-59,total,3231685
2018,all,60-64,foreign,160046
2018,all,60-64,spanish,2590978
2018,all,60-64,total,2751024
2018,all,65-69,foreign,124531
2018,all,65-69,spanish,2271529
2018,all,65-69,total,2396060
2018,all,70-74,foreign,96764
2018,all,70-74,spanish,2049076
2018,all,70-74,total,2145840
2018,all,75-79,foreign,63360
2018,all,75-79,spanish,1509550
2018,all,75-79,total,1572910
2018,all,80+,foreign,56033
2018,all,80+,spanish,2801807
2018,all,80+,total,2857840
2018,all,all,foreign,4672952
2018,all,all,spanish,42042431
2018,all,all,total,46715383
2018,female,0-4,foreign,123475
2018,female,0-4,spanish,879290
2018,female,0-4,total,1002765
2018,female,10-14,foreign,91540
2018,female,10-14,spanish,1102102
2018,female,10-14,total,1193642
2018,female,15-19,foreign,96954
2018,female,15-19,spanish,1009669
2018,female,15-19,total,1106623
2018,female,20-24,foreign,152228
